name,full_name,description,modality,tasks,num_samples,splits,classes,num_classes,image_size,download_type,download_url,license,citation,tags,size_gb,notes,primary_category,modalities,item_count_unit,reported_quantities,source_landing_page_url,preferred_route_type,preferred_route_url,access_friction,requires_registration,requires_authentication,requires_api_token,requires_clickthrough,requires_manual_approval,requires_data_use_agreement,requires_author_contact,requires_payment,geographic_or_institutional_restriction,availability_status,route_last_checked,route_check_result,route_check_notes,acquisition_support,loader_backend,loader_name,loader_version,loader_live_tested,loader_test_date,loader_test_scope,loader_test_result,tested_command,failure_reason,source_terms,terms_evidence_url,terms_scope,terms_component_notes,dataset_doi,dataset_accession,repository_record_id,associated_publication_doi,software_doi,challenge_identifier,resource_version,canonical_resolver_url,alternate_sources,relationships,item_count_evidence_url,modality_evidence_url,task_evidence_url,citation_evidence_url,author_source_checked,source_check_date,source_check_status,access_check_status,transfer_check_status,record_id,canonical_name,normalized_source_term_category,license_family,resource_role,resource_role_definition,dataset_family_id,current_catalog_record
maetschke_glaucoma_oct,OCT Volumes for Glaucoma Detection,"A set of 1,110 optic nerve head OCT volumes from 624 patients, including 847 scans with primary open angle glaucoma and 263 healthy scans.",oct,"[""classification""]",1110,"[""train"", ""val"", ""test""]","[""healthy"", ""primary_open_angle_glaucoma""]",2,,zenodo,https://doi.org/10.5281/zenodo.1481223,CC BY-NC 4.0,"Maetschke S, Antony B, Ishikawa H, Wollstein G, Schuman J, Garnavi R. A feature agnostic approach for glaucoma detection in OCT volumes. PLoS One. 2019;14:e0219126. doi:10.1371/journal.pone.0219126. Data: doi:10.5281/zenodo.1481223","[""oct"", ""glaucoma"", ""classification"", ""zenodo""]",0.43,"The paper reports patient-grouped splits of 888 training, 112 validation, and 110 test scans. Volumes are stored as NumPy arrays.",oct,"[""oct""]",volumes,"[{""count"": 1110, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://doi.org/10.5281/zenodo.1481223"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""volumes""}]",https://doi.org/10.5281/zenodo.1481223,official_repository,https://doi.org/10.5281/zenodo.1481223,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,zenodo,zenodo_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY-NC 4.0,https://doi.org/10.5281/zenodo.1481223,dataset_files,Review the cited source for component-specific terms.,10.5281/zenodo.1481223,,10.5281/zenodo.1481223,10.1371/journal.pone.0219126,,,,https://doi.org/10.5281/zenodo.1481223,[],[],https://doi.org/10.5281/zenodo.1481223,https://doi.org/10.5281/zenodo.1481223,https://doi.org/10.5281/zenodo.1481223,https://doi.org/10.5281/zenodo.1481223,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,maetschke_glaucoma_oct,OCT Volumes for Glaucoma Detection,cc-by-nc,cc-by-nc,current_dataset,A current cataloged data product without a more specific structural role.,maetschke_glaucoma_oct,True
maples_dr,MAPLES-DR: Montreal Annotation Project for DR,198 fundus images (from MESSIDOR) with pixel-wise segmentation for 10 biomarkers (lesions + structures) + DR and ME severity grades.,fundus,"[""segmentation"", ""grading"", ""classification""]",198,"[""train"", ""test""]","[""No DR"", ""Mild DR"", ""Moderate DR"", ""Severe DR"", ""PDR""]",5,,figshare,https://doi.org/10.6084/m9.figshare.24328660,CC BY 4.0,"Morin et al., 'MAPLES-DR: MESSIDOR Annotation Project for Lesion and Structures Evaluation in Diabetic Retinopathy', Scientific Data 2024.","[""dr"", ""segmentation"", ""lesions"", ""fundus"", ""multi_task""]",0.5,Segmentation maps for 10 retinal biomarkers.,fundus,"[""fundus""]",images,"[{""count"": 198, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://doi.org/10.6084/m9.figshare.24328660"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://doi.org/10.6084/m9.figshare.24328660,official_repository,https://doi.org/10.6084/m9.figshare.24328660,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,figshare,figshare_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://doi.org/10.6084/m9.figshare.24328660,dataset_files,Review the cited source for component-specific terms.,10.6084/m9.figshare.24328660,,10.6084/m9.figshare.24328660,,,,,https://doi.org/10.6084/m9.figshare.24328660,[],[],https://doi.org/10.6084/m9.figshare.24328660,https://doi.org/10.6084/m9.figshare.24328660,https://doi.org/10.6084/m9.figshare.24328660,https://doi.org/10.6084/m9.figshare.24328660,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,maples_dr,MAPLES-DR: Montreal Annotation Project for DR,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,maples_dr,True
mario,MARIO: AMD-Progression Longitudinal OCT (MICCAI 2024),"~30,000 longitudinal OCT B-scans across multiple patient visits, annotated for AMD change detection and progression monitoring.",oct,"[""classification"", ""progression""]",30000,"[""train"", ""val"", ""test""]",,4,,zenodo,https://zenodo.org/records/15270469,CC BY 4.0,"Quellec G, Zeghlache R, et al., 'MARIO: Monitoring AMD Progression from OCT — MICCAI 2024 Challenge', arXiv 2506.02976. Data: Zenodo doi:10.5281/zenodo.15270469 (2025). Peer-reviewed proceedings pending.","[""oct"", ""amd"", ""longitudinal"", ""progression"", ""miccai_2024""]",25.0,"Distributed as 21 multi-part split zips (Task_1.zip.001-014 + Task_2.zip.001-007, ~21.8 GB). After download, reassemble with `cat Task_1.zip.* > Task_1.zip` then extract with 7-Zip. The Zenodo files are marked CC BY 4.0. Check any separate challenge rules before entering a competition.",oct,"[""oct""]",images,"[{""count"": 30000, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://zenodo.org/records/15270469"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://zenodo.org/records/15270469,official_repository,https://zenodo.org/records/15270469,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,zenodo,zenodo_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://zenodo.org/records/15270469,dataset_files,Review the cited source for component-specific terms.,10.5281/zenodo.15270469,,records/15270469,,,,,https://doi.org/10.5281/zenodo.15270469,[],[],https://zenodo.org/records/15270469,https://zenodo.org/records/15270469,https://zenodo.org/records/15270469,https://zenodo.org/records/15270469,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,mario,MARIO: AMD-Progression Longitudinal OCT (MICCAI 2024),cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mario,True
mbrset,mBRSET: Mobile Brazilian Retinal Dataset,"5,164 fundus images from 1,291 patients captured with the Phelcom Eyer handheld smartphone-based fundus camera. Labels for DR grading + clinical/demographic prediction.",fundus,"[""grading"", ""classification""]",5164,"[""all""]","[""0_no_dr"", ""1_mild"", ""2_moderate"", ""3_severe"", ""4_proliferative""]",5,,physionet,https://physionet.org/content/mbrset/1.0/,PhysioNet Credentialed Health Data License 1.5.0 (Research only),"Wu C, Restrepo D, Nakayama LF, et al., 'A portable retina fundus photos dataset for clinical, demographic, and diabetic retinopathy prediction', Scientific Data 12:323, 2025. doi:10.1038/s41597-025-04627-3","[""fundus"", ""mobile"", ""smartphone"", ""brazil"", ""screening""]",3.0,Same PhysioNet credentialed flow as BRSET. Modality EyeDataHub otherwise lacks (portable smartphone-based fundus).,fundus,"[""fundus""]",images,"[{""count"": 5164, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://physionet.org/content/mbrset/1.0/"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://physionet.org/content/mbrset/1.0/,data_platform,https://physionet.org/content/mbrset/1.0/,controlled_or_manual,True,True,,True,True,True,,,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,manual_access_blocked,physionet,physionet_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,PhysioNet Credentialed Health Data License 1.5.0 (Research only),https://physionet.org/content/mbrset/1.0/,dataset_files,Review the cited source for component-specific terms.,,,mbrset/1.0,10.1038/s41597-025-04627-3,,,,https://physionet.org/content/mbrset/1.0/,[],[],https://physionet.org/content/mbrset/1.0/,https://physionet.org/content/mbrset/1.0/,https://physionet.org/content/mbrset/1.0/,https://physionet.org/content/mbrset/1.0/,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,mbrset,mBRSET: Mobile Brazilian Retinal Dataset,research-only,research-only,current_dataset,A current cataloged data product without a more specific structural role.,mbrset,True
mcoa,MCOA: Multimodal Corneal Opacity Assessment Dataset,"6,272 AS-OCT images + 392 anterior-segment photographs for corneal opacity assessment with expert grading. First large public multimodal AS-OCT + photo dataset for cornea.",multimodal,"[""classification"", ""grading""]",6664,"[""all""]",,4,,figshare,https://doi.org/10.6084/m9.figshare.28123088.v1,CC BY 4.0,"Ma X, et al., 'MCOA: A comprehensive multimodal dataset for advancing deep learning in corneal opacity assessment', Scientific Data 2025.","[""anterior_segment"", ""cornea"", ""as_oct"", ""opacity"", ""multimodal"", ""grading""]",8.0,Anterior-segment expansion; modality otherwise sparse.,multimodal,"[""oct"", ""external_eye""]",images,"[{""count"": 6664, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://doi.org/10.6084/m9.figshare.28123088.v1"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://doi.org/10.6084/m9.figshare.28123088.v1,official_repository,https://doi.org/10.6084/m9.figshare.28123088.v1,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,end_to_end_tested,figshare,figshare_loader,0.4.0,True,2026-07-31,complete_current_deposit_downloaded,complete_current_deposit_downloaded,python hub/audit/verify_download_and_load.py run,,CC BY 4.0,https://doi.org/10.6084/m9.figshare.28123088.v1,dataset_files,Review the cited source for component-specific terms.,10.6084/m9.figshare.28123088.v1,,10.6084/m9.figshare.28123088.v1,10.1038/s41597-025-05205-3,,,,https://doi.org/10.6084/m9.figshare.28123088.v1,[],[],https://doi.org/10.6084/m9.figshare.28123088.v1,https://doi.org/10.6084/m9.figshare.28123088.v1,https://doi.org/10.6084/m9.figshare.28123088.v1,https://doi.org/10.6084/m9.figshare.28123088.v1,True,2026-07-21,checked_against_cited_source,author_source_checked,complete_current_deposit_downloaded,mcoa,MCOA: Multimodal Corneal Opacity Assessment Dataset,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mcoa,True
mendeley_3_year_follow_up_optic_neuritis,a 3-year follow-up of optic neuritis phenotypes in Chinese cohort,Observation-level human or human-derived measurements/signals. from Chinese new-onset optic-neuritis cohort followed three years.,tabular,"[""measurement""]",,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/zvb55v8mzw/1,CC BY 4.0,"a 3-year follow-up of optic neuritis phenotypes in Chinese cohort. Mendeley Data, V1. doi:10.17632/zvb55v8mzw.1.","[""mendeley"", ""human_or_human_derived"", ""tabular"", ""measurement""]",,Human provenance: Chinese new-onset optic-neuritis cohort followed three years. Source-review finding: Indexed source describes clinical characteristics and OCT follow-up.,tabular,"[""tabular""]",signals,[],https://data.mendeley.com/datasets/zvb55v8mzw,official_repository,https://data.mendeley.com/datasets/zvb55v8mzw,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,not_run,not_run,,,CC BY 4.0,https://data.mendeley.com/datasets/zvb55v8mzw,dataset_files,Mendeley Data dataset-record licence; descriptive only and not a determination of proposed-use rights.,10.17632/zvb55v8mzw.1,,zvb55v8mzw,,,,1,https://doi.org/10.17632/zvb55v8mzw.1,[],[],https://data.mendeley.com/datasets/zvb55v8mzw,https://data.mendeley.com/datasets/zvb55v8mzw,https://data.mendeley.com/datasets/zvb55v8mzw,https://data.mendeley.com/datasets/zvb55v8mzw,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_3_year_follow_up_optic_neuritis,a 3-year follow-up of optic neuritis phenotypes in Chinese cohort,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_3_year_follow_up_optic_neuritis,True
mendeley_adjuvant_ketorolac_dexamethasone_hypoxic_human_retinal,Adjuvant Ketorolac and Dexamethasone + Hypoxic Human Retinal Pigment Epithelium (RPE) and Endothelial Cells (HREC),Observation-level human or human-derived measurements/signals. from Human RPE and retinal endothelial cells cultured under hypoxia.,omics,"[""measurement""]",,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/xzf382pby9/1,CC BY 4.0,"Adjuvant Ketorolac and Dexamethasone + Hypoxic Human Retinal Pigment Epithelium (RPE) and Endothelial Cells (HREC). Mendeley Data, V1. doi:10.17632/xzf382pby9.1.","[""mendeley"", ""human_or_human_derived"", ""omics"", ""measurement""]",,Human provenance: Human RPE and retinal endothelial cells cultured under hypoxia. Source-review finding: SPSS data with viability and relative mRNA/protein expression across treatments.,omics,"[""omics""]",signals,[],https://data.mendeley.com/datasets/xzf382pby9,official_repository,https://data.mendeley.com/datasets/xzf382pby9,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,not_run,not_run,,,CC BY 4.0,https://data.mendeley.com/datasets/xzf382pby9,dataset_files,Mendeley Data dataset-record licence; descriptive only and not a determination of proposed-use rights.,10.17632/xzf382pby9.1,,xzf382pby9,,,,1,https://doi.org/10.17632/xzf382pby9.1,[],[],https://data.mendeley.com/datasets/xzf382pby9,https://data.mendeley.com/datasets/xzf382pby9,https://data.mendeley.com/datasets/xzf382pby9,https://data.mendeley.com/datasets/xzf382pby9,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_adjuvant_ketorolac_dexamethasone_hypoxic_human_retinal,Adjuvant Ketorolac and Dexamethasone + Hypoxic Human Retinal Pigment Epithelium (RPE) and Endothelial Cells (HREC),cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_adjuvant_ketorolac_dexamethasone_hypoxic_human_retinal,True
mendeley_analysis_macular_pigment_carotenoids_human_blood,Analysis of macular pigment carotenoids in human blood serum of glaucoma patients as a measure of ocular health: A Raman spectroscopic study,"Observation-level source data, annotations, or signals. from Glaucoma patients and human serum are explicitly stated.",omics,"[""measurement""]",,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/8pwpbcrjd8/1,CC BY 4.0,"Analysis of macular pigment carotenoids in human blood serum of glaucoma patients as a measure of ocular health: A Raman spectroscopic study. Mendeley Data, V1. doi:10.17632/8pwpbcrjd8.1.","[""mendeley"", ""human_or_human_derived"", ""omics"", ""measurement""]",,Human provenance: Glaucoma patients and human serum are explicitly stated. Source-review finding: One ZIP archive of Raman and ocular measurements.,omics,"[""omics""]",signals,[],https://data.mendeley.com/datasets/8pwpbcrjd8,official_repository,https://data.mendeley.com/datasets/8pwpbcrjd8,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,not_run,not_run,,,CC BY 4.0,https://data.mendeley.com/datasets/8pwpbcrjd8,dataset_files,"Mendeley Data dataset record license; descriptive only, not a determination of proposed-use rights.",10.17632/8pwpbcrjd8.1,,8pwpbcrjd8,,,,1,https://doi.org/10.17632/8pwpbcrjd8.1,[],[],https://data.mendeley.com/datasets/8pwpbcrjd8,https://data.mendeley.com/datasets/8pwpbcrjd8,https://data.mendeley.com/datasets/8pwpbcrjd8,https://data.mendeley.com/datasets/8pwpbcrjd8,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_analysis_macular_pigment_carotenoids_human_blood,Analysis of macular pigment carotenoids in human blood serum of glaucoma patients as a measure of ocular health: A Raman spectroscopic study,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_analysis_macular_pigment_carotenoids_human_blood,True
mendeley_annotated_infant_fundus_images_object_detection,Annotated Infant Fundus Images for Object Detection of Key Structures (Optic Disk and Macula),"Observation-level source data, annotations, or signals. from Source describes de-identified infant fundus images.",fundus,"[""segmentation""]",,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/9kvk7nkhx6/4,CC BY 4.0,"Annotated Infant Fundus Images for Object Detection of Key Structures (Optic Disk and Macula). Mendeley Data, V4. doi:10.17632/9kvk7nkhx6.4.","[""mendeley"", ""human_or_human_derived"", ""fundus"", ""segmentation""]",,"Human provenance: Source describes de-identified infant fundus images. Source-review finding: 3,010 files including 3,002 JPG images, HDF5 annotations, XLSX, ZIP, and documentation.",fundus,"[""fundus""]",signals,[],https://data.mendeley.com/datasets/9kvk7nkhx6,official_repository,https://data.mendeley.com/datasets/9kvk7nkhx6,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,not_run,not_run,,,CC BY 4.0,https://data.mendeley.com/datasets/9kvk7nkhx6,dataset_files,"Mendeley Data dataset record license; descriptive only, not a determination of proposed-use rights.",10.17632/9kvk7nkhx6.4,,9kvk7nkhx6,,,,4,https://doi.org/10.17632/9kvk7nkhx6.4,[],[],https://data.mendeley.com/datasets/9kvk7nkhx6,https://data.mendeley.com/datasets/9kvk7nkhx6,https://data.mendeley.com/datasets/9kvk7nkhx6,https://data.mendeley.com/datasets/9kvk7nkhx6,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_annotated_infant_fundus_images_object_detection,Annotated Infant Fundus Images for Object Detection of Key Structures (Optic Disk and Macula),cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_annotated_infant_fundus_images_object_detection,True
mendeley_application_machine_learning_detecting_iron_deficiency,Application of Machine Learning in Detecting Iron Deficiency Anemia Using  Conjunctiva image Dataset from Ghana,Image-level conjunctival observations with anemia target from Human conjunctiva images from Ghana used for iron-deficiency-anemia detection.,external_eye,"[""classification""]",,"[""all""]",,,,manual,https://data.mendeley.com/datasets/nt7r8hv2pz,Creative Commons Attribution 4.0 International,Application of Machine Learning in Detecting Iron Deficiency Anemia Using  Conjunctiva image Dataset from Ghana. Mendeley Data. doi:10.17632/nt7r8hv2pz.,"[""mendeley"", ""human_or_human_derived"", ""external_eye"", ""classification""]",,Human provenance: Human conjunctiva images from Ghana used for iron-deficiency-anemia detection. Source-review finding: Current listing not independently retrievable; source description identifies non-invasive anemia detection from conjunctiva images.,external_eye,"[""external_eye"", ""tabular""]",images,[],https://data.mendeley.com/datasets/nt7r8hv2pz,official_repository,https://data.mendeley.com/datasets/nt7r8hv2pz,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,guided_instructions_only,manual,manual_loader,0.4.0,False,,not_run,not_run,,,Creative Commons Attribution 4.0 International,https://data.mendeley.com/datasets/nt7r8hv2pz,unknown,Dataset DOI registration.,10.17632/nt7r8hv2pz,,nt7r8hv2pz,,,,,https://doi.org/10.17632/nt7r8hv2pz,[],[],https://data.mendeley.com/datasets/nt7r8hv2pz,https://data.mendeley.com/datasets/nt7r8hv2pz,https://data.mendeley.com/datasets/nt7r8hv2pz,https://data.mendeley.com/datasets/nt7r8hv2pz,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_application_machine_learning_detecting_iron_deficiency,Application of Machine Learning in Detecting Iron Deficiency Anemia Using  Conjunctiva image Dataset from Ghana,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_application_machine_learning_detecting_iron_deficiency,True
mendeley_biochemical_parameters_tear_fluid_chemical_burns,Dataset of biochemical parameters of tear fluid in chemical burns,Observation-level human or human-derived measurements/signals. from 110 chemical-burn patients (155 eyes) in Tashkent.,tabular,"[""classification""]",110,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/zhk775h6n4/1,CC BY 4.0,"Dataset of biochemical parameters of tear fluid in chemical burns. Mendeley Data, V1. doi:10.17632/zhk775h6n4.1.","[""mendeley"", ""human_or_human_derived"", ""tabular"", ""classification""]",,Human provenance: 110 chemical-burn patients (155 eyes) in Tashkent. Source-review finding: Tear-fluid biochemical-parameter examination dataset.,tabular,"[""tabular""]",participants,"[{""count"": 110, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://data.mendeley.com/datasets/zhk775h6n4"", ""exactness"": ""exact"", ""notes"": ""Preserved from the source-confirmation record."", ""primary"": true, ""review_date"": ""2026-08-02"", ""scope"": ""Source-stated quantity"", ""unit"": ""participants""}]",https://data.mendeley.com/datasets/zhk775h6n4,official_repository,https://data.mendeley.com/datasets/zhk775h6n4,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,not_run,not_run,,,CC BY 4.0,https://data.mendeley.com/datasets/zhk775h6n4,dataset_files,Mendeley Data dataset-record licence; descriptive only and not a determination of proposed-use rights.,10.17632/zhk775h6n4.1,,zhk775h6n4,,,,1,https://doi.org/10.17632/zhk775h6n4.1,[],[],https://data.mendeley.com/datasets/zhk775h6n4,https://data.mendeley.com/datasets/zhk775h6n4,https://data.mendeley.com/datasets/zhk775h6n4,https://data.mendeley.com/datasets/zhk775h6n4,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_biochemical_parameters_tear_fluid_chemical_burns,Dataset of biochemical parameters of tear fluid in chemical burns,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_biochemical_parameters_tear_fluid_chemical_burns,True
mendeley_biomechanical_properties_adult_patients_high_myopia,"Biomechanical properties of adult patients with high myopia after implantable collamer lens (ICL, V4) implantation",Observation-level human or human-derived measurements/signals. from 55 high-myopia patients (110 eyes) after ICL implantation.,corneal_topography,"[""measurement""]",110,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/yry4r9y9v5/1,CC BY 4.0,"Biomechanical properties of adult patients with high myopia after implantable collamer lens (ICL, V4) implantation. Mendeley Data, V1. doi:10.17632/yry4r9y9v5.1.","[""mendeley"", ""human_or_human_derived"", ""corneal"", ""measurement""]",,"Human provenance: 55 high-myopia patients (110 eyes) after ICL implantation. Source-review finding: Corvis, Pentacam and eye-examination XLSX measurement tables.",corneal_topography,"[""corneal_topography""]",eyes,"[{""count"": 110, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://data.mendeley.com/datasets/yry4r9y9v5"", ""exactness"": ""exact"", ""notes"": ""Preserved from the source-confirmation record."", ""primary"": true, ""review_date"": ""2026-08-02"", ""scope"": ""Source-stated quantity"", ""unit"": ""eyes""}]",https://data.mendeley.com/datasets/yry4r9y9v5,official_repository,https://data.mendeley.com/datasets/yry4r9y9v5,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,not_run,not_run,,,CC BY 4.0,https://data.mendeley.com/datasets/yry4r9y9v5,dataset_files,Mendeley Data dataset-record licence; descriptive only and not a determination of proposed-use rights.,10.17632/yry4r9y9v5.1,,yry4r9y9v5,,,,1,https://doi.org/10.17632/yry4r9y9v5.1,[],[],https://data.mendeley.com/datasets/yry4r9y9v5,https://data.mendeley.com/datasets/yry4r9y9v5,https://data.mendeley.com/datasets/yry4r9y9v5,https://data.mendeley.com/datasets/yry4r9y9v5,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_biomechanical_properties_adult_patients_high_myopia,"Biomechanical properties of adult patients with high myopia after implantable collamer lens (ICL, V4) implantation",cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_biomechanical_properties_adult_patients_high_myopia,True
mendeley_blinking_its_relationship_ocular_surface_digital,Blinking and its relationship with the ocular surface and digital device use in school aged children ,Observation-level human or human-derived measurements/signals. from 45 children aged 6–15 years.,tabular,"[""measurement""]",45,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/vyb5fv6ppp/1,CC BY 4.0,"Blinking and its relationship with the ocular surface and digital device use in school aged children . Mendeley Data, V1. doi:10.17632/vyb5fv6ppp.1.","[""mendeley"", ""human_or_human_derived"", ""tabular"", ""measurement""]",,Human provenance: 45 children aged 6–15 years. Source-review finding: Excel observations: ocular surface/tear-film variables and headset blink parameters.,tabular,"[""tabular""]",participants,"[{""count"": 45, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://data.mendeley.com/datasets/vyb5fv6ppp"", ""exactness"": ""exact"", ""notes"": ""Preserved from the source-confirmation record."", ""primary"": true, ""review_date"": ""2026-08-02"", ""scope"": ""Source-stated quantity"", ""unit"": ""participants""}]",https://data.mendeley.com/datasets/vyb5fv6ppp,official_repository,https://data.mendeley.com/datasets/vyb5fv6ppp,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_or_file_listing_checked,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,not_run,not_run,,,CC BY 4.0,https://data.mendeley.com/datasets/vyb5fv6ppp,dataset_files,Mendeley Data dataset-record licence; descriptive only and not a determination of proposed-use rights.,10.17632/vyb5fv6ppp.1,,vyb5fv6ppp,,,,1,https://doi.org/10.17632/vyb5fv6ppp.1,[],[],https://data.mendeley.com/datasets/vyb5fv6ppp,https://data.mendeley.com/datasets/vyb5fv6ppp,https://data.mendeley.com/datasets/vyb5fv6ppp,https://data.mendeley.com/datasets/vyb5fv6ppp,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mendeley_blinking_its_relationship_ocular_surface_digital,Blinking and its relationship with the ocular surface and digital device use in school aged children ,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_blinking_its_relationship_ocular_surface_digital,True
