record_id,canonical_name,official_source_url,dataset_identifier,deposit_version,source_archive_state,verification_result,download_completed,expected_bytes,downloaded_bytes,archive_member_count,archive_uncompressed_bytes,archive_integrity_confirmed,local_archive_sha256,source_checksum_available,temporary_dataset_files_retained,verification_date,notes
mendeley_difference_retinal_nerve_fiber_layer_thickness,Data for: Difference of the Retinal Nerve Fiber Layer Thickness Assessed on the Disc Center and Bruch’s Membrane Opening Center in Myopic Eyes,https://data.mendeley.com/datasets/dtz8wmt5xt,dtz8wmt5xt,1,available,complete_versioned_zip_verified,True,5457,5457,1,12112,True,d195c9ae7e4f4400092e89709c757047a19d75b636f0f7b49ee2491482bf9966,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_digital_holograms_rbcs_glaucoma_patients_healthy,Digital holograms of RBCs from the glaucoma patients and healthy controls,https://data.mendeley.com/datasets/tryd7r3wct,tryd7r3wct,3,available,complete_versioned_zip_verified,True,4656786686,4656786686,1066,5987805148,True,090621b32f7967b5039ee0309f212c4cae31ba3c8b659358cb3377ab8cee5b70,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_dme_classification_fundus_imaging_vision_transformers,DME Classification in Fundus Imaging with Vision Transformers and ETDRS-Guided Annotation,https://data.mendeley.com/datasets/sdcfn87pvs,sdcfn87pvs,1,available,complete_versioned_zip_verified,True,1053540233,1053540233,61,1139919279,True,9efe470db5aa67d241a702d624bcb10305757efa67564a252f3bae13fb087748,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_dry_eye_symptoms_children_can_we,Dry eye symptoms in children: can we reliably measure them?,https://data.mendeley.com/datasets/h79366vw73,h79366vw73,1,available,complete_versioned_zip_verified,True,36954,36954,1,42073,True,4d8c61809283a54356a576da682dc3ef5baf255a9790f3a6ca0f8dfbd0172055,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_early_detection_glaucomatous_visual_field_progression,Data for: Early Detection of Glaucomatous Visual Field Progression Using Pointwise Linear Regression with Binomial Test in the Central 10 Degrees,https://data.mendeley.com/datasets/w34s5mhvpm,w34s5mhvpm,1,available,complete_versioned_zip_verified,True,81660,81660,1,392320,True,5fdeeda56516fcb9742827562e6785c4a56a540ac7348c7705d7852bf9642452,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_effect_adlay_seed_extract_on_level,Effect of Adlay Seed Extract on the Level of Neuroprotection Gene Expression in Human Nasal Orbital Mesenchymal Stem Cells ,https://data.mendeley.com/datasets/x7rcj9yz65,x7rcj9yz65,1,available,complete_versioned_zip_verified,True,178781,178781,2,591909,True,955c7a6478329518aeba17bc53a338589fa91cc3bcefb7829b6b43efe0dbdf17,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_effect_central_hole_location_phakic_intraocular,Data for: Effect of Central Hole Location of Phakic Intraocular Lens on Visual Function under Progressive Headlight Glare Sources.,https://data.mendeley.com/datasets/jjknx3wbkf,jjknx3wbkf,1,available,complete_versioned_zip_verified,True,14757,14757,1,17053,True,b9287dc752eb1cf8a41986f1f913d58e3bcfcf6164f65a89679a1f9e6e9e9708,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_effect_one_hour_smartphone_gaming_on,"The effect of one hour smartphone gaming on blinking, ocular symptoms and tear film function in school-aged children ",https://data.mendeley.com/datasets/zn64p6r992,zn64p6r992,1,controlled_access,controlled_access_required,False,,,,,,,False,False,,The official source marks this record as confidential. No download is reported because source authorization was not obtained.
mendeley_effect_prednisone_plus_either_adalimumab_or,Effect of prednisone plus either adalimumab or cyclosporine on dermatological symptoms in Vogt-Koyanagi-Harada disease: systemic outcomes from a randomized trial,https://data.mendeley.com/datasets/yzv3mrvwf4,yzv3mrvwf4,1,available,complete_versioned_zip_verified,True,225732,225732,1,270743,True,85576d5926307bc248947847be52892837034d5b4b30b351de5bce52382f8aa4,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_effects_implantable_collamer_lens_icl_implantation,The effects of implantable collamer lens ICL implantation in high myopia patients’ mental health,https://data.mendeley.com/datasets/t6pmbvkvtd,t6pmbvkvtd,2,available,complete_versioned_zip_verified,True,82300,82300,4,142247,True,9b9582b9ef2a5bc4bcb7e5b6c9367b3765cd4a5a4e3e81e3380d79a415324579,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_efficacy_combined_orthokeratology_0_01_atropine,Dataset for: Efficacy of combined orthokeratology and 0.01% atropine solution for slowing axial elongation in children with myopia: a 2-year randomised trial,https://data.mendeley.com/datasets/y58rh8bfkv,y58rh8bfkv,7,available,complete_versioned_zip_verified,True,106903,106903,1,110430,True,76499834db2a640c178c09f94563df44dc491ec18f775401cd16f86f806a7079,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_electrooculography_eog_blink_analysis_ocular_fatigue,Electrooculography (EOG) Dataset for Blink Analysis and Ocular Fatigue Detection,https://data.mendeley.com/datasets/w7hm97cts5,w7hm97cts5,2,available,complete_versioned_zip_verified,True,2716217,2716217,5,12815189,True,0d4d95b5b07adf0eaf6b221b760d4922d7605f54a2c2956e178fef896641aef8,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_et_pd_vis_eye_tracking_visualization,ET_PD_VIS: Eye Tracking Visualization Dataset on Trail Making Test for Parkinson’s Disease Analysis ,https://data.mendeley.com/datasets/83htprx9y6,83htprx9y6,1,available,complete_versioned_zip_verified,True,72222368,72222368,360,76689136,True,0d6dc2920ef1879561b37b7e42a0c4c544c48c03172a366bd065f9ea4a27f488,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_evaluation_dry_eye_severity_ocular_surface,Evaluation of dry eye severity and ocular surface inflammation in patients with pemphigus and pemphigoid,https://data.mendeley.com/datasets/zzgw9t9jsy,zzgw9t9jsy,1,available,complete_versioned_zip_verified,True,23020,23020,1,25547,True,f5ea4b94ed0d7ce7a7fe4a08f4b59428fdb1d40a86dd5966c2b643900d6a744d,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_evaluation_refractive_visual_outcomes_as_well,"Evaluation of refractive and visual outcomes, as well as astigmatism-correcting efficiency and rotational stability of a double-loop haptic toric intraocular lens - a one-year follow-up",https://data.mendeley.com/datasets/r2v99nw7vg,r2v99nw7vg,1,available,complete_versioned_zip_verified,True,29702,29702,1,31774,True,ed273743c7b6fab86878049743d48747733b92a21d21d185bf6880527c22b5dd,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_exome_sequencing_clec3b,Exome sequencing data for CLEC3B,https://data.mendeley.com/datasets/xcw5x5z49r,xcw5x5z49r,1,blocked_by_source,source_blocked_by_author,False,,,,,,,False,False,,The official public snapshot returned HTTP 451 and reports that access is blocked at the author's request.
mendeley_fferg_reference_healthy_controls_university_eye,ffERG Reference Data from Healthy Controls (University Eye Hospital Tuebingen),https://data.mendeley.com/datasets/37wxt2ybvj,37wxt2ybvj,1,available,complete_versioned_zip_verified,True,39651,39651,1,43829,True,c44ce2e4ff9411e8eb5b0091ae40c68ede9a89e759253d26e5bcbb487c7a4abc,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_foveal_cone_photoreceptor_outer_segment_length,Foveal cone photoreceptor outer segment length and cone density,https://data.mendeley.com/datasets/89rykrg8j2,89rykrg8j2,1,available,complete_versioned_zip_verified,True,7196525899,7196525899,66,7200737912,True,b153137b23f2450bc11b48135f2371760b388e77af249f45a7626e2fcbf8eeee,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_fundus_autofluorescence_premature_infants,Fundus Autofluorescence in Premature Infants,https://data.mendeley.com/datasets/k5jsssjtmz,k5jsssjtmz,1,available,complete_versioned_zip_verified,True,286765293,286765293,2,287115333,True,150bac6e03430acc004b0bbbbb1afe77cef9fbbcb32eadd2bf4adc0916026180,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_fundus_mctn,Fundus dataset of MCTN,https://data.mendeley.com/datasets/spz4b8tbzt,spz4b8tbzt,1,available,complete_versioned_zip_verified,True,81493400,81493400,289,86059672,True,e5ccd4dc682f61343c4d1ab8ee271a7f9b4c9b7b4e8f029114841259cd362369,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_hpsc_derived_photoreceptor_axon_extension_growth,hPSC-derived Photoreceptor Axon Extension and Growth Cone Motility Data Sets and Code,https://data.mendeley.com/datasets/cpy5j23354,cpy5j23354,1,available,complete_versioned_zip_verified,True,1735502,1735502,103,6827540,True,87732b060c5738eb5aa487a73f7583d04e1435f8561852ca6c9dbc5913b1d481,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_human_foveal_cone_topography_preferred_retinal,Human foveal cone topography and preferred retinal locus of fixation,https://data.mendeley.com/datasets/9gkpxsmz23,9gkpxsmz23,1,available,complete_versioned_zip_verified,True,14217597,14217597,124,21088080,True,ded042810e59a0df732046fecdfef5a68c08bf20fb1675071b53f8178871e8bd,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_human_mesenchymal_stem_cells_derived_adipose,Human mesenchymal stem cells derived from adipose tissue showed greater effect than from umbilical cord in promoting corneal graft survival through suppressing lymphangiogenesis,https://data.mendeley.com/datasets/bm45p4tcbz,bm45p4tcbz,1,available,complete_versioned_zip_verified,True,12771788,12771788,1,12785669,True,8d36b6910c7f653f2cc94bcab29c6b0e7909dcc6067ce71daf48244f7cc7e141,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_hvdropdb_datasets_classification_segmentation_research_retinopathy,"HVDROPDB Datasets for Classification and Segmentation for Research in Retinopathy of Prematurity, Ranjana Agrawal",https://data.mendeley.com/datasets/xw5xc7xrmp,xw5xc7xrmp,3,available,complete_versioned_zip_verified,True,549276271,549276271,2,549207781,True,185c61b4cb896997623fcb6a7a4b6774cd242555ca6c1df8d705c66d2998f41d,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_identification_human_retinal_stem_like_cells,Identification of Human Retinal Stem-Like Cells for Retina Regeneration,https://data.mendeley.com/datasets/s9wbscpsrs,s9wbscpsrs,3,available,complete_versioned_zip_verified,True,35478794,35478794,1,35469412,True,3a47d5792d3e84717677df8fed4d9fe8e1282fc4f726ff3ed2761edf16877799,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_imaging_retinal_choroidal_vasculature_using_spatio,Imaging the retinal and choroidal vasculature using Spatio-Temporal Optical Coherence Tomography (STOC-T),https://data.mendeley.com/datasets/j39vyvp8ny,j39vyvp8ny,1,available,complete_versioned_zip_verified,True,201736250,201736250,2,268440459,True,b9a4d01c146fb8b52e1e60455afbbf7706d06884a9cdf5357db5150d00cb901a,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_improved_retinal_displacement_quantification_between_retinal,Improved Retinal Displacement Quantification Between Retinal Vessels and Corresponding Retinal Vessel Printings Across the 3D Spherical Surface of the Eye: Dataset of Measurements on Fundus Autofluorescence Imaging,https://data.mendeley.com/datasets/jxwkym2phr,jxwkym2phr,1,available,complete_versioned_zip_verified,True,505068,505068,1,583418,True,e657552a7e2d7132e291e52800854b6a6b7d47f22fd1059f76a13855c34ef130,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_influence_angle_alpha_angle_kappa_optical,"The influence of angle alpha, angle kappa and optical aberra-tions on the visual outcomes after implantation of a high-addition trifocal IOL_2021",https://data.mendeley.com/datasets/w5ws4pzzxr,w5ws4pzzxr,1,available,complete_versioned_zip_verified,True,82068,82068,1,217753,True,23225365407a7a4793e6a4bb5188c07a0d63fe67b4b86632a069011157fa6959,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_interocular_retinal_nerve_fiber_layer_thickness,Interocular retinal nerve fiber layer thickness differences,https://data.mendeley.com/datasets/ss2nynfc8s,ss2nynfc8s,1,available,complete_versioned_zip_verified,True,375207,375207,5,462466,True,8cdcc03efd89728c845df96342c899a0e448c480bbb783ec3a5a9e1b120b7ddf,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_iscev_standard_full_field_erg_reference,"ISCEV standard full-field ERG reference limits from 407 healthy subjects, derived from transference and validation of reference data between electrode types and centres",https://data.mendeley.com/datasets/kcptb9jrf5,kcptb9jrf5,1,available,complete_versioned_zip_verified,True,52543,52543,1,54596,True,97afc21d8a153014f6ac79f71e9ac8008c0ca27848876060914f94ac1989393d,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_keratoconus_ukraine_children,Keratoconus Ukraine children ОХМАТДИТ ,https://data.mendeley.com/datasets/ydmxn3264h,ydmxn3264h,1,available,complete_versioned_zip_verified,True,143404,143404,2,166300,True,9783d22e708e85e90c888bf102d26a13d3f213209a97602fe5a5f0612748bca0,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_long_term_results_using_gelatin_microfistulae,Long-term results using gelatin microfistulae (XEN) implantation in glaucoma surgery.,https://data.mendeley.com/datasets/7xjcbsmzzc,7xjcbsmzzc,1,available,complete_versioned_zip_verified,True,1523,1523,2,6676,True,1a097d3b4dfc95cb9f740ce6d69a59bf14f7d033118c915b3b8f8af594004668,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_long_term_safety_efficacy_limited_vitrectomy,Data for: Long-Term Safety and Efficacy of Limited Vitrectomy for Vision Degrading Vitreopathy from Vitreous Floaters,https://data.mendeley.com/datasets/dnss5ttn73,dnss5ttn73,1,available,complete_versioned_zip_verified,True,98687,98687,1,140886,True,be64e9d76df6d2d71a2c7f1e8155bf8cd3d9c9a76606c8c8e4aee77b2422b59e,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_micro_go_study_transcriptional_profiling_orbital,MICRO-GO study: transcriptional profiling of orbital tissues in Graves’ orbitopathy & microbiome composition,https://data.mendeley.com/datasets/mrvmsrn9r6,mrvmsrn9r6,1,available,complete_versioned_zip_verified,True,153521,153521,2,166961,True,056cd60c4eb59bf127834cc9778934a88fdc6b2770aa57bb322355317c3cf4bd,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_microvascular_changes_poag_after_npds,Microvascular changes in POAG after NPDS,https://data.mendeley.com/datasets/vc99wcmvk2,vc99wcmvk2,2,available,complete_versioned_zip_verified,True,7397,7397,1,25757,True,f8e57e67c4152659d0896f80588706272f5988bf0bbaa19917f701d870e7517b,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_multi_class_retinal_fundus_image_deep,A Multi-Class Retinal Fundus Image Dataset for Deep Learning-Based Ocular Disease Diagnosis,https://data.mendeley.com/datasets/z227d626vm,z227d626vm,1,available,complete_versioned_zip_verified,True,3660282162,3660282162,1,3659964525,True,9258283f5a8fb4b0ecf1a0365603ebc542ac020e4b40e8bf73a09253d5eba459,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_myopia_metal_mixture_exposure,Dataset: Myopia and Metal Mixture Exposure,https://data.mendeley.com/datasets/jgh7dxdwyy,jgh7dxdwyy,1,available,complete_versioned_zip_verified,True,2696102,2696102,2,13179528,True,e36a0866649e8c4f941d6b78566b66a5f1eda156fcdd80175cb0a89885bb8cdb,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_nagyz_liberty_677my_vs_alcon_acrysof,NagyZ_Liberty 677MY vs. Alcon AcrySof,https://data.mendeley.com/datasets/zygxgyf4ns,zygxgyf4ns,1,available,complete_versioned_zip_verified,True,128925,128925,1,450048,True,77742167c641394ebc4f5b8825556d44e2c62144c6297d43de441663d51e40f5,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_netarsudil_on_kdb_treated_eyes,Netarsudil on KDB-treated Eyes,https://data.mendeley.com/datasets/r6gw6fnvdm,r6gw6fnvdm,1,available,complete_versioned_zip_verified,True,3815,3815,1,12239,True,db4cf6becbc4786f4f1fde1b126142a83d7109d8b79115d778f9ce25494e5bbe,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_neurophysiologic_ophthalmic_markers_chemotherapy_related_cognitive,Data for: Neurophysiologic and ophthalmic markers of chemotherapy-related cognitive impairment in patients diagnosed with hematologic cancer,https://data.mendeley.com/datasets/npt7rp69gm,npt7rp69gm,1,available,complete_versioned_zip_verified,True,21011,21011,2,76281,True,486edfb1056f298e3e11485f931fdd17ad14b818423a4448cb63544fec5651e2,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_nuclear_cataract_database_biomedical_machine_learning,Nuclear Cataract Database for Biomedical and Machine Learning Applications,https://data.mendeley.com/datasets/6wv33nbcvv,6wv33nbcvv,2,available,complete_versioned_zip_verified,True,648204770,648204770,1436,686833821,True,7826175af3eeed1ea6fc65e08e364a0e0169a3eb42fe394765616e65410bc7e4,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_ocular_biometry, OCULAR BIOMETRY DATA,https://data.mendeley.com/datasets/4twnn4546j,4twnn4546j,1,available,complete_versioned_zip_verified,True,21117,21117,1,66097,True,a553d23b116c5e3bd17ee8884f9704bfd0af2c9536ad060700907c8d0308ed8b,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_ocular_sebaceous_neoplasms,Ocular sebaceous neoplasms,https://data.mendeley.com/datasets/xg9jcjn388,xg9jcjn388,1,available,complete_versioned_zip_verified,True,453018601,453018601,11,544420882,True,3020a17408ae28e3d867001aef149b836ed4f0bb3113848c0a57152f2a4c74df,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_ocular_surface_disorders_affect_quality_life,Ocular Surface Disorders Affect Quality of Life in Patients with Autoimmune Blistering Skin Diseases: A Cross-Sectional Study,https://data.mendeley.com/datasets/73r8vrxksx,73r8vrxksx,1,available,complete_versioned_zip_verified,True,25638,25638,2,30246,True,f2dae2b5cdd220e3f1094591e76f2a23edad581334c20bf7fbfafdc039c77015,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_on_comparison_ocular_surface_disease_index,"Dataset on comparison of the ocular surface disease index questionnaire, the tear film break-up time and Schirmer tests for the evaluation of tear film in computer users and contact lenses without dry eye symptoms",https://data.mendeley.com/datasets/m7fzwvsm77,m7fzwvsm77,1,available,complete_versioned_zip_verified,True,11252,11252,1,13428,True,e4cc0b89a885a9035320419ca51f3e3cd1b0ba7a0e2fab5ac95728a90514abd7,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_ophthalmic_anthropometry_malawians,Ophthalmic Anthropometry of Malawians,https://data.mendeley.com/datasets/bctfh4m93c,bctfh4m93c,1,available,complete_versioned_zip_verified,True,21211,21211,1,67197,True,6a641b407f0b570c202c60c8367dcb8b8f4cf44bf2686f2a37628ff9841219ed,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_ophthalmic_stroke_biomarkers_south_asia,Ophthalmic Stroke Biomarkers in south Asia,https://data.mendeley.com/datasets/whpsmdc2gk,whpsmdc2gk,1,available,complete_versioned_zip_verified,True,37888,37888,1,40737,True,4d6da28a2d8716013e05f1f16b679b49779b9895c5bab6ce8cafb7c7e58ee293,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_optical_coherence_tomography_oct_images_proliferative,"Optical Coherence Tomography (OCT) Images of Proliferative Vitreoretinopathy, Uveitis, and Normal Eyes",https://data.mendeley.com/datasets/hbr5pwk5w5,hbr5pwk5w5,1,available,complete_versioned_zip_verified,True,7566521,7566521,75,7592804,True,785f7eac2fe3edd8b1ac0cb8106bec79e217e11eacddc3a24fdf31696a1a9b6e,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_orbscan_iiz_anterior_maps,"Multimodal Orbscan IIz Dataset: 3,000 Axial Power Anterior Maps with OCR-Extracted Clinical Parameters from 3,000 Unique Patients",https://data.mendeley.com/datasets/78wt2nc387,78wt2nc387,3,available,complete_versioned_zip_verified,True,1315199929,1315199929,9,1317320376,True,876a7c9c3914638a6882ce94cf782346aa69377b9c4d31320cbe629612b8dd4e,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_performance_corneal_vs_scleral_rigid_gas,Data for: Performance of corneal vs. scleral rigid gas permeable contact lenses for ectatic corneal disorders,https://data.mendeley.com/datasets/gmrbh4fvt2,gmrbh4fvt2,1,available,complete_versioned_zip_verified,True,4922389,4922389,1,5479370,True,a139be45aed83997c4f4490216245149d428d0c272bccbef1a1f9fbe3ff1ac0e,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_peripapillary_retinal_nerve_fiber_layer_thinning,Data for: Peripapillary Retinal Nerve Fiber Layer Thinning in Genetic Generalized Epilepsy,https://data.mendeley.com/datasets/wyys4gvk4n,wyys4gvk4n,1,available,complete_versioned_zip_verified,True,12060,12060,1,14240,True,ad7670055b4f131c0dcf6a3182f4f01e6a48ba954dda7b2400dc0be411658fbb,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_plasma_energy_metabolomics_patients_ocular_disease,plasma energy metabolomics in patients with ocular disease,https://data.mendeley.com/datasets/tybzw7zsng,tybzw7zsng,1,available,complete_versioned_zip_verified,True,22705,22705,1,25760,True,bcca9ca50b12aa6a0cdcbb5cfc8d15b80eb26d6ee98e69339d5f781efc8b1b5e,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_post_intravitreal_injection_ciprofloxacin_conjunctival_flora,Data for: Post-Intravitreal Injection Ciprofloxacin and Conjunctival Flora Resistance,https://data.mendeley.com/datasets/53nxz6xr5j,53nxz6xr5j,1,available,complete_versioned_zip_verified,True,14311,14311,1,45568,True,b53e038372ce49e936ce78a945a63d8fd7994a16eda351fd213db1c9808b252e,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
mendeley_postural_stargardt_s_syndrome_patients,Data for: Postural data from Stargardt's syndrome patients,https://data.mendeley.com/datasets/5rz9j8t6p4,5rz9j8t6p4,2,available,complete_versioned_zip_verified,True,182684592,182684592,2,182737560,True,ff548d727a27795b4b5f77cebffdaca96b4981e304f17c653a0aebaf6fce4fdd,False,False,2026-08-03,The official versioned Download All ZIP matched the expected archive size and passed ZIP integrity inspection. The local SHA-256 identifies the downloaded archive; Mendeley did not provide an independent source checksum through this route.
