platform,stable_id,title,official_source_url,search_date,query_hits,source_terms,metadata_result,file_count,final_decision,canonical_record_id,canonical_record_ids,relationship_type,reason,decision_basis,review_date
dryad,10.5061/dryad.sn42f,Data from: Colour misbinding during motion rivalry,https://doi.org/10.5061/dryad.sn42f,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.sn69s,"Data from: Image based modelling of lateral magma flow: the Basement Sill, Antarctica",https://doi.org/10.5061/dryad.sn69s,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.sqv9s4nhj,Data from: Evaluating the roles of signaling and camouflage in the evolution of iris color in Tyranni passerines,https://doi.org/10.5061/dryad.sqv9s4nhj,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,"Passerine iris-color evolution is comparative ecology/evolution, not an ophthalmic resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.stqjq2c0j,"Lesion evolution and neurodegeneration in RVCL S, a monogenic microvasculopathy",https://doi.org/10.5061/dryad.stqjq2c0j,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.sxksn036z,Centroid values of aerosol optical properties for 8 sub types based in AERONET inversion data (1993–2018),https://doi.org/10.5061/dryad.sxksn036z,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t0p2f2c,Data from: Cardinalfishes (Apogonidae) show visual system adaptations typical of nocturnally and diurnally active fish,https://doi.org/10.5061/dryad.t0p2f2c,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,"Cardinalfish visual-system adaptation data are comparative ecology/evolution, outside strict scope.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t1g1jwt3r,Representations of color and form in mouse visual cortex,https://doi.org/10.5061/dryad.t1g1jwt3r,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t4b8gtj77,Data from: An essential experimental control for functional connectivity mapping with optogenetics,https://doi.org/10.5061/dryad.t4b8gtj77,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t6dg1,Data from: Misuse of bird digital distribution maps creates reversed spatial diversity patterns in the Amazon,https://doi.org/10.5061/dryad.t6dg1,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t749b,Data from: Are flatfishes (Pleuronectiformes) monophyletic?,https://doi.org/10.5061/dryad.t749b,2026-08-01,"[""ocular""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t8011,Data from: Real time modulation of perceptual eye dominance in humans,https://doi.org/10.5061/dryad.t8011,2026-08-01,"[""ocular""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Single small workbook is article-level perceptual source data, not a standalone ocular research resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t960f,Data from: Determination of the genetic architecture underlying short wavelength sensitivity in Lake Malawi cichlids,https://doi.org/10.5061/dryad.t960f,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,Two small derived gene-expression tables are paper support rather than a reusable ocular resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.t9n4n3p,"An investigation of antihypertensive class, dementia, and cognitive decline",https://doi.org/10.5061/dryad.t9n4n3p,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tb2rbp0cq,Serial block face scanning electron micrographs of mouse outer retina,https://doi.org/10.5061/dryad.tb2rbp0cq,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_tb2rbp0cq,"[""dryad_tb2rbp0cq""]",screened_catalog_scope_exclusion,Serial block face scanning electron micrographs of mouse outer retina is explicitly mouse; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.tdz08kq4d,Descending neurons of the hoverfly respond to pursuits of artificial targets,https://doi.org/10.5061/dryad.tdz08kq4d,2026-08-01,"[""\""visual field\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tdz08kq8t,"Sphingosine 1 phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor like cells",https://doi.org/10.5061/dryad.tdz08kq8t,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_tdz08kq8t,"[""dryad_tdz08kq8t""]",screened_catalog_scope_exclusion,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells is explicitly chick; no separable human participant or human-derived component is documented.",completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.tdz08kqb1,Data from: Unravelling the difference in craniofacial morphology of Yucatan miniature and standard pigs during postnatal ontogeny,https://doi.org/10.5061/dryad.tdz08kqb1,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.th8334d,Data from: Evolutionary signatures of photoreceptor transmutation in geckos reveal potential adaptation and convergence with snakes,https://doi.org/10.5061/dryad.th8334d,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,"Gecko photoreceptor transmutation study is evolutionary comparison rather than disease, imaging, or translational retinal biology.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tht76hf0c,Dataset for RSOS 211108,https://doi.org/10.5061/dryad.tht76hf0c,2026-08-01,"[""corneal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_cornea_oct_pentacam,"[""dryad_cornea_oct_pentacam""]",exact_duplicate,Exact Dryad DOI already cataloged as dryad_cornea_oct_pentacam.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tht76hf10,Deep sequencing data for document titled: Rolling circle RNA synthesis catalysed by RNA,https://doi.org/10.5061/dryad.tht76hf10,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tht76hfc8,Engineered virus like particles for transient delivery of prime editor ribonucleoprotein complexes in vivo,https://doi.org/10.5061/dryad.tht76hfc8,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tmpg4f4vb,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,https://doi.org/10.5061/dryad.tmpg4f4vb,2026-08-01,"[""\""anterior segment\"""", ""\""optical coherence tomography\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_tmpg4f4vb,"[""dryad_tmpg4f4vb""]",,Human cataract IOL surgical outcomes are direct ophthalmic clinical data.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tmpg4f5f9,Data from: Spatial biases in visual feature representation of mouse dorsal lateral geniculate nucleus boutons,https://doi.org/10.5061/dryad.tmpg4f5f9,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tn70pf1,Data from: Shortwave sand transport in the shallow surf zone,https://doi.org/10.5061/dryad.tn70pf1,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tp24j18,Data from: Response to short term deprivation of the human adult visual cortex measured with 7T BOLD,https://doi.org/10.5061/dryad.tp24j18,2026-08-01,"[""ocular""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tq0gt,Data from: Using hidden Markov models to improve quantifying physical activity in accelerometer data – a simulation study,https://doi.org/10.5061/dryad.tq0gt,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tq63tp2,"Data from: Metabolism and foraging strategies of mid latitude mesozooplankton during cyanobacterial blooms as revealed by fatty acids, amino acids and their stable carbon isotopes",https://doi.org/10.5061/dryad.tq63tp2,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tqjq2bw21,"Optomotor response (eye movment) and avoidance responses (locomotor activity) of crabs Neohelice granulata for LP lesioned, control lesioned and control crabs",https://doi.org/10.5061/dryad.tqjq2bw21,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Crab locomotor tracking lacks ocular measurements and the source videos are absent; visual-keyword collision.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tqjq2bwbj,Data from: Engineered nucleocytosolic vehicles for loading of programmable editors,https://doi.org/10.5061/dryad.tqjq2bwbj,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tqjq2bwc6,Data from: Emergent Rashba spin orbit coupling in bulk gold with buried network of nanoscale interfaces,https://doi.org/10.5061/dryad.tqjq2bwc6,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.tx95x6b4m,Data of top 50 most cited articles about COVID 19 and the complications of COVID 19,https://doi.org/10.5061/dryad.tx95x6b4m,2026-08-01,"[""ophthalmology""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v15dv41vz,Attention and distraction in the modular visual system of a jumping spider,https://doi.org/10.5061/dryad.v15dv41vz,2026-08-01,"[""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v18jj97,"Data from: Flow, flux and feeding in freshwater mussels",https://doi.org/10.5061/dryad.v18jj97,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v2n78h0,Data from: Losing the trait without losing the signal: evolutionary shifts in communicative colour signalling,https://doi.org/10.5061/dryad.v2n78h0,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v3s00,Data from: The evolution of complexity in the visual systems of stomatopods: insights from transcriptomics,https://doi.org/10.5061/dryad.v3s00,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,Small opsin contig supplement does not establish a separately reusable ocular research object.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v41ns1s3p,Landscape diversity is correlated with satellite sensed primary productivity in North America,https://doi.org/10.5061/dryad.v41ns1s3p,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v4455hc,Data from: Systematic review on barriers and enablers for access to diabetic retinopathy screening services in different income settings,https://doi.org/10.5061/dryad.v4455hc,2026-08-01,"[""\""diabetic retinopathy\"""", ""\""retinal image\"""", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Paper, review, or software/code release without a distinct reusable eye-data resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v6st3,Data from: From cellular characteristics to disease diagnosis: uncovering phenotypes with supercells,https://doi.org/10.5061/dryad.v6st3,2026-08-01,"[""ocular""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v6wwpzgs5,‘The last channel’: Vision at the temporal margin of the field,https://doi.org/10.5061/dryad.v6wwpzgs5,2026-08-01,"[""\""visual field\"""", ""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Human peripheral-vision psychophysics is not ophthalmology or ocular data under the catalog boundary.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v6wwpzh1b,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,https://doi.org/10.5061/dryad.v6wwpzh1b,2026-08-01,"[""glaucoma""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_v6wwpzh1b,"[""dryad_v6wwpzh1b""]",,Human secondary-glaucoma treatment outcomes are direct ophthalmic clinical data.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v6wwpzh23,"Supporting materials and data from: Hypotheses concerning global magnetospheric convection, magnetosphere Ionosphere coupling, and auroral activity at Uranus",https://doi.org/10.5061/dryad.v6wwpzh23,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.v9p0b,Data from: Retinal capillary rarefaction in patients with untreated mild moderate hypertension,https://doi.org/10.5061/dryad.v9p0b,2026-08-01,"[""iris"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,existing_catalog_record,dryad_v9p0b,"[""dryad_v9p0b""]",,Human retinal-capillary measurements are directly reusable retinal vascular clinical data.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vhhmgqnvf,Multiple sequence alignments and phylogenetic trees from: Co option of the limb patterning program in cephalopod eye development,https://doi.org/10.5061/dryad.vhhmgqnvf,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Phylogenetic/alignment supplement for cephalopod development is not a standalone ocular data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vhhmgqp2c,Data from: Light environment and seasonal variation in the visual system of the red shiner (Cyprinella lutrensis),https://doi.org/10.5061/dryad.vhhmgqp2c,2026-08-01,"[""ocular""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Red-shiner visual-system adaptation data are comparative ecology/evolution outside the strict boundary.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vk62410,Data from: Epidemiology of NMOSD in Sweden from 1987 2013: a nationwide population based study,https://doi.org/10.5061/dryad.vk62410,2026-08-01,"[""ophthalmology""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vp825,Data from: Lateralization in alpha band oscillations predicts the locus and spatial distribution of attention,https://doi.org/10.5061/dryad.vp825,2026-08-01,"[""\""visual field\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vq83bk3s8,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction selective circuit,https://doi.org/10.5061/dryad.vq83bk3s8,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_vq83bk3s8,"[""dryad_vq83bk3s8""]",screened_catalog_scope_exclusion,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit is explicitly nonhuman or nonhuman derived; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.vq83bk3z8,Imaging dataset from: Longitudinal tracking of acute kidney injury reveals injury propagation along the nephron,https://doi.org/10.5061/dryad.vq83bk3z8,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vq83bk429,Data and code from: 3D SOCS: synchronized video capture for posture estimation,https://doi.org/10.5061/dryad.vq83bk429,2026-08-01,"[""\""visual field\""""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,"Paper, review, or software/code release without a distinct reusable eye-data resource.",completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vq83bk46x,The oral and lower airway microbiota and coronary heart disease in COPD patients and controls,https://doi.org/10.5061/dryad.vq83bk46x,2026-08-01,"[""angiography""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vx0k6djwf,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina,https://doi.org/10.5061/dryad.vx0k6djwf,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_vx0k6djwf,"[""dryad_vx0k6djwf""]",screened_catalog_scope_exclusion,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina is explicitly zebrafish; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.vx0k6dk1k,Mars Reconnaissance Orbiter (MRO) Mars Color Imager (MARCI) north seasonal cap original movies Mars years 28 to 35,https://doi.org/10.5061/dryad.vx0k6dk1k,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.vx0k6dk5m,Data from: Gene flow blurs species boundaries in the Juncus ensifolius – saximontanus (Poales: Juncaceae) species complex,https://doi.org/10.5061/dryad.vx0k6dk5m,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.w0vt4b8n3,Fovea like photoreceptor specialisations underlie single UV cone driven prey capture behaviour in zebrafish,https://doi.org/10.5061/dryad.w0vt4b8n3,2026-08-01,"[""\""visual field\"""", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_distinct_reusable_resource,,[],,Only a single Tau-results spreadsheet is deposited; no standalone imaging/omics resource is supplied.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.w0vt4b8w1,Evolution along allometric lines of least resistance: Morphological differentiation in Pristurus geckos,https://doi.org/10.5061/dryad.w0vt4b8w1,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.w0vt4b91w,Data and code from: Head mounted surgical robots are an enabling technology for subretinal injections,https://doi.org/10.5061/dryad.w0vt4b91w,2026-08-01,"[""ophthalmology"", ""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_subretinal_robot,"[""dryad_subretinal_robot""]",screened_catalog_scope_exclusion,Data and code from: Head-mounted surgical robots are an enabling technology for subretinal injections is explicitly porcine or ex vivo porcine; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.w3r2280tq,The power of vision: Calibration of auditory space after sight restoration from congenital cataracts,https://doi.org/10.5061/dryad.w3r2280tq,2026-08-01,"[""cataract""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Auditory-space calibration is not an ocular resource; cataract history is contextual only.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.w3r228143,Photoreceptor loss does not recruit neutrophils despite strong microglial activation,https://doi.org/10.5061/dryad.w3r228143,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_w3r228143,"[""dryad_w3r228143""]",screened_catalog_scope_exclusion,Photoreceptor loss does not recruit neutrophils despite strong microglial activation is explicitly mouse; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.wdbrv15kp,Data from: A snapping shrimp has the fastest vision of any aquatic animal,https://doi.org/10.5061/dryad.wdbrv15kp,2026-08-01,"[""retina""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.wdbrv15rj,Natural disease history of a canine model of oligogenic RPGRIP1 cone rod dystrophy establishes variable effects of previously and newly mapped modifier loci,https://doi.org/10.5061/dryad.wdbrv15rj,2026-08-01,"[""\""optical coherence tomography\"""", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_wdbrv15rj,"[""dryad_wdbrv15rj""]",screened_catalog_scope_exclusion,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci is explicitly canine; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.wm37pvmq8,Raw data for the article: A Cryptochrome adopts distinct moon and sunlight states and functions as sun versus moonlight interpreter in monthly oscillator entrainment,https://doi.org/10.5061/dryad.wm37pvmq8,2026-08-01,"[""ocular""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.wpzgmsbnb,"Win some, lose some: mesocosm communities maintain community productivity despite lower phosphorus availability because of increased species diversity",https://doi.org/10.5061/dryad.wpzgmsbnb,2026-08-01,"[""iris""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
dryad,10.5061/dryad.wstqjq2n5,Data from: Spectral inference reveals principal cone integration rules of the zebrafish inner retina,https://doi.org/10.5061/dryad.wstqjq2n5,2026-08-01,"[""retina"", ""retinal""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_nonhuman_or_nonhuman_derived,dryad_wstqjq2n5,"[""dryad_wstqjq2n5""]",screened_catalog_scope_exclusion,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina is explicitly zebrafish; no separable human participant or human-derived component is documented.,completed_dryad_human_model_use_review,2026-08-03
dryad,10.5061/dryad.wstqjq2vg,CO and H2S adsorbed 1D AlSi structures for gas sensing applications,https://doi.org/10.5061/dryad.wstqjq2vg,2026-08-01,"[""orbit""]",https://spdx.org/licenses/CC0-1.0.html,search_metadata_confirmed,,excluded_not_eye_or_ophthalmology,,[],,Unrelated keyword search hit; not an eye or ophthalmology data resource.,completed_dryad_record_review,2026-08-03
