record_id,canonical_name,dataset_doi,source_version,source_title,expected_file_count,expected_bytes,source_data_origin,population_scope,population_evidence,file_review_level,structure_summary,data_granularity,plausible_model_use,evidence_basis,model_use_decision,headline_catalog_included,reason,related_catalog_record_ids_or_names,confidence,review_date
dryad_fungal_keratitis_azole_assay,Phase-dependent differential in vitro and ex vivo susceptibility of Aspergillus flavus and Fusarium keratoplasticum to azole antifungals,10.5061/dryad.bk3j9kdjf,3,Data from: Phase-dependent differential in vitro and ex vivo susceptibility of Aspergillus flavus and Fusarium keratoplasticum to azole antifungals,3,4025,nonhuman_or_nonhuman_derived,porcine_or_ex_vivo_porcine,Data from: Phase-dependent differential in vitro and ex vivo susceptibility of Aspergillus flavus and Fusarium keratoplasticum to azole antifungals Fungal keratitis (FK) is an invasive infection of the cornea primarily associated with Aspergillus and Fusarium species.,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=2, text=1","porcine or ex vivo porcine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify porcine or ex vivo porcine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: Phase-dependent differential in vitro and ex vivo susceptibility of Aspergillus flavus and Fusarium keratoplasticum to azole antifungals is explicitly porcine or ex vivo porcine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_fungal_keratitis_cci,CCI.net fungal keratitis cases dataset,10.5061/dryad.8931zcrw5,8,CCI.net fungal keratitis cases dataset,2,258765397,human_participant_or_patient_data,human_participant_or_patient_data,CCI.net fungal keratitis cases dataset Patients diagnosed with FK were enrolled from three cities in China between April 2015 and June 2022.,complete_official_file_listing,official_current_version_file_listing_reviewed,human fungal-keratitis case dataset,case phenotype or outcome prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include CCI_net_dataset.zip, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents human fungal-keratitis case dataset, providing structured human-derived inputs and/or targets for case phenotype or outcome prediction.",,medium,2026-08-02
dryad_ga_biofeedback,Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,10.5061/dryad.ngf1vhj81,5,Data from: Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,2,10256,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1",geographic-atrophy patient fixation-training records,rehabilitation-response modeling,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include AMD-Biofeedback_dataset_final.csv, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents geographic-atrophy patient fixation-training records, providing structured human-derived inputs and/or targets for rehabilitation-response modeling.",,medium,2026-08-02
dryad_gca_optic_nerve_dwi,GCA Optic Nerve Diffusion MRI Dataset,10.5061/dryad.59zw3r2bk,4,Utility of standard diffusion-weighted magnetic resonance imaging for the identification of ischemic optic neuropathy in giant cell arteritis,2,695487,human_participant_or_patient_data,human_participant_or_patient_data,Statistical quality criteria and inter-rater reliability (IRR) were calculated.,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xlsx_workbook=1",patient imaging/clinical feature workbook for ischemic optic neuropathy,GCA-related optic-neuropathy classification,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data_Rep_GCA_DWI_final.xlsx, README_file.txt.",included_human_or_human_derived_model_resource,True,"The deposit documents patient imaging/clinical feature workbook for ischemic optic neuropathy, providing structured human-derived inputs and/or targets for GCA-related optic-neuropathy classification.",,medium,2026-08-02
dryad_gcc_glaucoma,Glaucoma Ganglion Cell Complex Clinical Dataset,10.5061/dryad.xwdbrv1tn,3,Diagnostic capability of ganglion cell complex thickness via spectral domain optical coherence tomography in glaucoma,2,12543,human_participant_or_patient_data,human_participant_or_patient_data,Diagnostic capability of ganglion cell complex thickness via spectral domain optical coherence tomography in glaucoma,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: file_type_confirmed=1, text=1",glaucoma/control ganglion-cell-complex measurement dataset,glaucoma classification,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Dataset-_GCC_research.sav, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents glaucoma/control ganglion-cell-complex measurement dataset, providing structured human-derived inputs and/or targets for glaucoma classification.",,medium,2026-08-02
dryad_glaucoma_lhon_mitochondrial,Glaucoma and LHON Mitochondrial Function Dataset,10.5061/dryad.2k4v4,1,Data from: Measurement of systemic mitochondrial function in advanced primary open-angle glaucoma and Leber hereditary optic neuropathy,1,14688,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Measurement of systemic mitochondrial function in advanced primary open-angle glaucoma and Leber hereditary optic neuropathy Primary Open Angle Glaucoma (POAG) is a common neurodegenerative disease characterized by the selective and gradual loss of retinal ganglion cells (RGCs).,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: file_type_confirmed=1,patient systemic mitochondrial-function measurements,glaucoma/LHON biomarker classification,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include PLOS_ONE_Measurement of systemic mitochondrial function.rar.,included_human_or_human_derived_model_resource,True,"The deposit documents patient systemic mitochondrial-function measurements, providing structured human-derived inputs and/or targets for glaucoma/LHON biomarker classification.",,medium,2026-08-02
dryad_glaucoma_rnfl_vf,RNFL and Visual-Field Glaucoma Diagnosis Dataset,10.5061/dryad.q6ft5,1,Data from: Development of machine learning models for diagnosis of glaucoma,1,12461,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Development of machine learning models for diagnosis of glaucoma,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: zip_archive=1,glaucoma diagnostic dataset with RNFL and visual-field features,glaucoma diagnosis,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include dataset.zip.,included_human_or_human_derived_model_resource,True,"The deposit documents glaucoma diagnostic dataset with RNFL and visual-field features, providing structured human-derived inputs and/or targets for glaucoma diagnosis.",,medium,2026-08-02
dryad_glaucoma_tears_mirna,Glaucoma Tear miRNA Dataset,10.5061/dryad.bcc2fqzj1,3,miRNAs in primary open-angle glaucoma and ocular hypertension,2,69620,human_participant_or_patient_data,human_participant_or_patient_data,"miRNAs in primary open-angle glaucoma and ocular hypertension Glaucoma is a chronic neurodegenerative disease, which is the leading cause of irreversible blindness worldwide.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1","96-row, one-column normalized miRNA table; no deposited sample map, class label, or usable expression matrix documented",Not established from the deposited table alone.,"Official source describes a human glaucoma biomarker study, but complete structural inspection found only norm_data.csv (96 rows, one column) plus README.",excluded_insufficient_model_use_evidence,False,"The study enrolled human cases and controls, but the available one-column normalized table does not demonstrate sample-level predictors linked to outcomes or labels needed to define an ML task.",,high,2026-08-02
dryad_htr1b_mouse_retina,<em>Htr1b</em> is necessary for normal retinal function in mice,10.5061/dryad.bk3j9kdps,7,Data from: Htr1b is necessary for normal retinal function in mice,5,113358,nonhuman_or_nonhuman_derived,mouse,"Data from: Htr1b is necessary for normal retinal function in mice Introduction: Serotonin (5-HT) is a neurotransmitter that is involved in retinal development, physiology, and vision, yet the specific contribution of individual 5-HT receptors to retinal function is poorly characterized.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xlsx_workbook=4","mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: <em>Htr1b</em> is necessary for normal retinal function in mice is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_human_foveal_cones,Human foveal cone photoreceptor topography and its dependence on eye length,10.5061/dryad.nh0fp1b,1,Data from: Human foveal cone photoreceptor topography and its dependence on eye length,1,33268162,human_participant_or_patient_data,human_participant_or_patient_data,We used a new generation Adaptive Optics Scanning Laser Ophthalmoscope to image cones at and near the fovea in 28 eyes of 16 subjects.,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: zip_archive=1,human foveal cone topography data,cone-density or eye-length regression,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include HUMAN_FOVEAL_CONES.zip.,included_human_or_human_derived_model_resource,True,"The deposit documents human foveal cone topography data, providing structured human-derived inputs and/or targets for cone-density or eye-length regression.",,medium,2026-08-02
dryad_huntingtons_retinal_oct,Is retina affected in Huntington's disease? Is optical coherence tomography a good biomarker?,10.5061/dryad.ncjsxksxr,5,Data from: Is retina affected in Huntington's disease? Is optical coherence tomography a good biomarker?,2,24663,human_participant_or_patient_data,human_participant_or_patient_data,"Prospective cross-sectional measurement of peripapillary retinal nerve fiber layer thickness (RNFL) and total macular volume (TMV) measured by spectral domain optical coherence tomography (OCT) of retina, Pelli-Robson Contrast Sensitivity test, Farnsworth 15 Hue Color discrimination test, and Unified Huntington’s disease Rating Scale (UHDRS).",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1",177-row human retinal-OCT clinical table,Huntington-related retinal biomarker classification,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include data.csv, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents 177-row human retinal-OCT clinical table, providing structured human-derived inputs and/or targets for Huntington-related retinal biomarker classification.",,medium,2026-08-02
dryad_icmr_eye_see_cataract,ICMR EYE SEE Cataract and Sun Exposure Dataset,10.5061/dryad.5qfttdz19,6,Association of cataract and sun exposure in geographically diverse populations of India: the case study. first report of the ICMR-EYE SEE study group,2,2438708,human_participant_or_patient_data,human_participant_or_patient_data,"Design: Population based cross sectional study during 2010-2016 Participants: People aged > 40 years residing in randomly sampled villages were enumerated (12021) and 9735 (81%) underwent ophthalmic evaluation from plains, hilly and coastal regions (3595, 3231, 2909 respectively) Methods: A detailed questionnaire-based interview about outdoor activity in present, past and remote past, usage of sun protective measures, exposure to smoke, and detailed ophthalmic examination including assessment of",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, zip_archive=1",participant/eye cataract and sun-exposure survey data,cataract-risk prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Instructions.txt, UVR-cataract-analysis.zip.",included_human_or_human_derived_model_resource,True,"The deposit documents participant/eye cataract and sun-exposure survey data, providing structured human-derived inputs and/or targets for cataract-risk prediction.",,medium,2026-08-02
dryad_ird_mouse_proteome,Retinal proteome profiling of inherited retinal degeneration across three different mouse models suggests common drug targets in retinitis pigmentosa,10.5061/dryad.c2fqz61pc,4,Retinal proteome profiling of inherited retinal degeneration across three different mouse models suggests common drug targets in retinitis pigmentosa,19,7826521,nonhuman_or_nonhuman_derived,mouse,Retinal proteome profiling of inherited retinal degeneration across three different mouse models suggests common drug targets in retinitis pigmentosa Inherited retinal degenerations (IRDs) are a leading cause of blindness among the population of young people in the developed world.,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=18, text=1","mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Retinal proteome profiling of inherited retinal degeneration across three different mouse models suggests common drug targets in retinitis pigmentosa is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_iris_surface_features,Iris Surface Features Dataset,10.5061/dryad.0kt87,1,Data from: Analysis of iris surface features in populations of diverse ancestry,1,155993,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: Analysis of iris surface features in populations of diverse ancestry There are many textural elements that can be found in the human eye, including Fuchs’ crypts, Wolfflin nodules, pigment spots, contraction furrows and conjunctival melanosis.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,"1,464 human iris-feature/genotype observation rows",iris-trait classification or association modeling,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Iris features data.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents 1,464 human iris-feature/genotype observation rows, providing structured human-derived inputs and/or targets for iris-trait classification or association modeling.",dryad_sbcc2fr6n (same publication DOI; overlap unresolved),medium,2026-08-02
dryad_j0707ztm,Early removal of senescent cells protects retinal ganglion cells loss in experimental ocular hypertension,10.6075/j0707ztm,4,Early removal of senescent cells protects retinal ganglion cells loss in experimental ocular hypertension,1,313138,nonhuman_or_nonhuman_derived,mouse,"In the current study, we demonstrated in a transgenic mouse model that early removal of senescent cells induced upon elevated intraocular pressure (IOP) protects unaffected RGCs from senescence and apoptosis.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Early removal of  senescent cells protects retinal ganglion cells loss in experimental ocular hypertension is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_karachi_cataract_outcomes,Karachi Cataract Surgery Quality Dataset,10.5061/dryad.7q5c7,1,Data from: Gendered disparities in quality of cataract surgery in a marginalised population in Pakistan: the Karachi marine fishing communities eye and general health survey,1,8591,human_participant_or_patient_data,human_participant_or_patient_data,"Overall, 65.5% of the operated eyes had some form of visual loss (presenting visual acuity [PVA] < 6/12).",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: delimited_table=1,human cataract-surgery outcome survey table,surgical-quality or outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include KarachiFishing_PlosOne.csv.,included_human_or_human_derived_model_resource,True,"The deposit documents human cataract-surgery outcome survey table, providing structured human-derived inputs and/or targets for surgical-quality or outcome prediction.",,medium,2026-08-02
dryad_lens_fluorescence_twins,Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,10.5061/dryad.mcvdnck22,4,Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,1,19907,human_participant_or_patient_data,human_participant_or_patient_data,Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,twin-level longitudinal lens-fluorescence and lifestyle data,lens-fluorescence regression,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data_for_repository_paper_1_v3.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents twin-level longitudinal lens-fluorescence and lifestyle data, providing structured human-derived inputs and/or targets for lens-fluorescence regression.",,medium,2026-08-02
dryad_lvpei_cataract_outcomes,LVPEI Cataract Surgery Outcome Dataset,10.5061/dryad.71hp4,1,"Data from: Cataract surgery visual outcomes and associated risk factors in secondary level eye care centers of L V Prasad Eye Institute, India",1,452222,human_participant_or_patient_data,human_participant_or_patient_data,Intraoperative complications were seen in 29 eyes (1.4%).,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: file_type_confirmed=1,individual cataract-surgery outcome records,postoperative visual-outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Outcome_data.dta.,included_human_or_human_derived_model_resource,True,"The deposit documents individual cataract-surgery outcome records, providing structured human-derived inputs and/or targets for postoperative visual-outcome prediction.",,medium,2026-08-02
dryad_macaque_cone_ratio,Rhesus macaque cone ratio heritability,10.5061/dryad.gf1vhhmsc,4,Rhesus macaque cone ratio heritability,3,492530,nonhuman_or_nonhuman_derived,nonhuman_primate,"Rhesus macaque cone ratio heritability A defining feature of catarrhine primates is uniform trichromacy – the ability to distinguish red (long; L), green (medium; M), and blue (short; S) wavelengths of light.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=2, text=1","nonhuman primate observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify nonhuman primate; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Rhesus macaque cone ratio heritability is explicitly nonhuman primate; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_moorfields_amd_1_2_year,One and two year visual outcomes from the Moorfields age-related macular degeneration database: a retrospective cohort study and an open science resource,10.5061/dryad.97r9289,4,Data from: One and two year visual outcomes from the Moorfields age-related macular degeneration database: a retrospective cohort study and an open science resource,2,3343064,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: One and two year visual outcomes from the Moorfields age-related macular degeneration database: a retrospective cohort study and an open science resource Objectives: To analyse treatment outcomes and share clinical data from a large, single-center, well-curated database (8174 eyes / 6664 patients with 120,756 single entries) of patients with neovascular age related macular degeneration (AMD) treated with anti-vascular endothelial growth factor (VEGF).",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1",longitudinal Moorfields nAMD eye/visit outcomes,one/two-year visual-outcome prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Moorfields_AMD_Database_1.csv, README_for_Moorfields_AMD_Database_1.rtf.",included_human_or_human_derived_model_resource,True,"The deposit documents longitudinal Moorfields nAMD eye/visit outcomes, providing structured human-derived inputs and/or targets for one/two-year visual-outcome prediction.",dryad_moorfields_namd_fellow_eye; dryad_namd_oct_quant; dryad_namd_visual_prediction (officially confirmed overlapping Moorfields AMD cohort),medium,2026-08-02
dryad_moorfields_namd_fellow_eye,Moorfields nAMD Fellow-Eye Dataset,10.5061/dryad.4mw6m906b,7,Data from: The Moorfields AMD database report 2 - fellow eye involvement with neovascular age-related macular degeneration,2,15505168,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: The Moorfields AMD database report 2 - fellow eye involvement with neovascular age-related macular degeneration Background/Aims: Neovascular age-related macular degeneration (nAMD) is frequently bilateral, and previous reports on ‘fellow eyes’’ have assumed sequential treatment after a period of treatment of the first eye only.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1",Moorfields nAMD patient/eye fellow-eye outcome records,fellow-eye conversion prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Moorfields_AMD_Database_2_readme.rtf, Moorfields_AMD_Database_2.csv.",included_human_or_human_derived_model_resource,True,"The deposit documents Moorfields nAMD patient/eye fellow-eye outcome records, providing structured human-derived inputs and/or targets for fellow-eye conversion prediction.",dryad_moorfields_amd_1_2_year; dryad_namd_oct_quant; dryad_namd_visual_prediction (officially confirmed overlapping Moorfields AMD cohort); dryad_namd_ten_year_survival (Moorfields link unresolved),medium,2026-08-02
dryad_mouse_all_optical_retina,All-Optical Retinal Degeneration Mouse Dataset,10.5061/dryad.7q37g6b,1,Data from: All-optical recording and stimulation of retinal neurons in vivo in retinal degeneration mice,2,221621774,nonhuman_or_nonhuman_derived,mouse,"Data from: All-optical recording and stimulation of retinal neurons in vivo in retinal degeneration mice Here we demonstrate the application of a method that could accelerate the development of novel therapies by allowing direct and repeatable visualization of cellular function in the living eye, to study loss of vision in animal models of retinal disease, as well as evaluate the time course of retinal function following therapeutic intervention.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: All-optical recording and stimulation of retinal neurons in vivo in retinal degeneration mice is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_mouse_oct_beam_tilt,Quantifying the influence of optical coherence tomography beam tilt in the normal adult mouse retina,10.5061/dryad.95x69p8th,3,Quantifying the influence of optical coherence tomography beam tilt in the normal adult mouse retina,2,4704522143,nonhuman_or_nonhuman_derived,mouse,Quantifying the influence of optical coherence tomography beam tilt in the normal adult mouse retina Parallel microstructures within the retina – like retinal nerve fiber layer (RNFL) axons – differentially reflect light depending on its angle.,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Quantifying the influence of optical coherence tomography beam tilt in the normal adult mouse retina is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_mouse_pupil_masking_retinal_deg,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus,10.5061/dryad.9kd51c5g5,2,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus,3,52159706,nonhuman_or_nonhuman_derived,mouse,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus Background: Pre-clinical testing of retinal pathology and treatment efficacy depends on reliable and valid measures of retinal function.,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: file_type_confirmed=3,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_myopia_glaucoma_visual_field,Myopia and Glaucoma Visual Field Prognosis Dataset,10.5061/dryad.1n50q,1,Data from: Axial myopia is associated with visual field prognosis of primary open-angle glaucoma,1,77824,human_participant_or_patient_data,human_participant_or_patient_data,"Myopia was divided into: mild myopia (-2.99 diopter [D], 0), moderate myopia (-5.99, 3.00 D), marked myopia (-9.00, -6.00 D) and non-myopia (0 D or more).",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xls_workbook=1,glaucoma patient visual-field prognosis table,visual-field progression prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data from Axial Myopia is asscoiated with Visual Field Prognosis of Primary Open-angle Glaucoma.xls.,included_human_or_human_derived_model_resource,True,"The deposit documents glaucoma patient visual-field prognosis table, providing structured human-derived inputs and/or targets for visual-field progression prediction.",,medium,2026-08-02
dryad_namd_12_year_survival,Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration,10.5061/dryad.nvx0k6dqg,5,Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration,4,20325759,human_participant_or_patient_data,human_participant_or_patient_data,"Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration Importance : While multiple imputation models for missing data and use of mixed effects models generally provide better outcome estimates than using only observed data or last observation carried forward in clinical trials, such approaches usually cannot be applied to visual outcomes from retrospective analyses of clinical practice settings, so-called real-world outcomes.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, file_type_confirmed=1, text=2","7,802-eye longitudinal anti-VEGF survival/outcome table",time-to-visual-outcome survival modeling,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include 201025_anonymisation_SOP.docx, 201025_R_code_for_analysis.R, MEH_AMD_survivaloutcomes_database.csv, README_for_Moorfields_AMD_Database.rtf.",included_human_or_human_derived_model_resource,True,"The deposit documents 7,802-eye longitudinal anti-VEGF survival/outcome table, providing structured human-derived inputs and/or targets for time-to-visual-outcome survival modeling.",,medium,2026-08-02
dryad_namd_oct_longitudinal,Quantifying changes on optical coherence tomography in eyes receiving treatment for neovascular age-related macular degeneration,10.5061/dryad.8cz8w9h0v,11,Data from: Quantifying changes on optical coherence tomography in eyes receiving treatment for neovascular age-related macular degeneration,2,15711999,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Quantifying changes on optical coherence tomography in eyes receiving treatment for neovascular age-related macular degeneration Purpose Application of artificial intelligence (AI) to macular optical coherence tomography (OCT) scans to segment and quantify volumetric change of anatomical and pathological features during intravitreal treatment for neovascular age-related macular degeneration (AMD).,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1",longitudinal nAMD eye OCT measurement table,OCT trajectory prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include AMD_longitudinal_MEH_v4.csv, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents longitudinal nAMD eye OCT measurement table, providing structured human-derived inputs and/or targets for OCT trajectory prediction.",,medium,2026-08-02
dryad_namd_oct_quant,Moorfields nAMD Quantitative OCT Biomarker Dataset,10.5061/dryad.2rbnzs7m4,6,Quantitative analysis of optical coherence tomography for neovascular age-related macular degeneration using deep learning,2,707701,human_participant_or_patient_data,human_participant_or_patient_data,"Quantitative analysis of optical coherence tomography for neovascular age-related macular degeneration using deep learning Purpose: To apply a deep learning algorithm for automated, objective, and comprehensive quantification of optical coherence tomography (OCT) scans to a large real-world dataset of eyes with neovascular age-related macular degeneration (AMD), and make the raw segmentation output data openly available for further research.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1",baseline nAMD eye quantitative-OCT clinical table,nAMD visual-outcome prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include AMD_baseline.csv, readme.txt.",included_human_or_human_derived_model_resource,True,"The deposit documents baseline nAMD eye quantitative-OCT clinical table, providing structured human-derived inputs and/or targets for nAMD visual-outcome prediction.",dryad_moorfields_amd_1_2_year; dryad_moorfields_namd_fellow_eye (officially confirmed overlapping Moorfields AMD cohort),medium,2026-08-02
dryad_namd_ten_year_survival,Ten-year survival trends of neovascular age-related macular degeneration at first presentation,10.5061/dryad.9cnp5hqfm,11,Data from: Ten-year survival trends of neovascular age-related macular degeneration at first presentation,4,1045599,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: Ten-year survival trends of neovascular age-related macular degeneration at first presentation Background: To describe 10-year trends in visual outcomes, anatomical outcomes, and treatment burden of patients receiving anti-vascular endothelial growth factor (VEGF) therapy for neovascular age-related macular degeneration (nAMD).",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=3","longitudinal nAMD patient/eye visual, thickness, and injection records",ten-year survival or visual-outcome prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include anon_annualoutcomes.R, anon_survivalcurve.R, Moorfields_AMD_Database_10_years_readme.rtf, Moorfields_AMD_Database_10_years.csv.",included_human_or_human_derived_model_resource,True,"The deposit documents longitudinal nAMD patient/eye visual, thickness, and injection records, providing structured human-derived inputs and/or targets for ten-year survival or visual-outcome prediction.","dryad_moorfields_namd_fellow_eye (Moorfields relationship is unresolved, not a duplicate finding)",medium,2026-08-02
dryad_namd_visual_prediction,Moorfields nAMD Visual-Change Prediction Dataset,10.5061/dryad.573n5tb5d,4,Predicting incremental and future visual change in neovascular age-related macular degeneration using deep learning,3,1498898,human_participant_or_patient_data,human_participant_or_patient_data,"Predicting incremental and future visual change in neovascular age-related macular degeneration using deep learning Purpose To evaluate the predictive utility of quantitative imaging biomarkers, acquired automatically from optical coherence tomography (OCT) scans, of cross-sectional and future visual outcomes of patients with neovascular age-related macular degeneration (AMD) starting anti-vascular endothelial growth factor (VEGF) therapy.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=2",nAMD patient/eye longitudinal prediction dataframe,future visual-change prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include dataframe.csv, R_code_for_analysis.R, README.rtf.",included_human_or_human_derived_model_resource,True,"The deposit documents nAMD patient/eye longitudinal prediction dataframe, providing structured human-derived inputs and/or targets for future visual-change prediction.",dryad_moorfields_amd_1_2_year; dryad_moorfields_namd_fellow_eye (officially confirmed overlapping Moorfields AMD cohort),medium,2026-08-02
