record_id,canonical_name,official_source_url,catalog_version,catalog_search_cutoff,quantity_review_date,available_nonprimary_quantities,reason
mendeley_on_comparison_ocular_surface_disease_index,"Dataset on comparison of the ocular surface disease index questionnaire, the tear film break-up time and Schirmer tests for the evaluation of tear film in computer users and contact lenses without dry eye symptoms",https://data.mendeley.com/datasets/m7fzwvsm77,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_ophthalmic_anthropometry_malawians,Ophthalmic Anthropometry of Malawians,https://data.mendeley.com/datasets/bctfh4m93c,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_ophthalmic_stroke_biomarkers_south_asia,Ophthalmic Stroke Biomarkers in south Asia,https://data.mendeley.com/datasets/whpsmdc2gk,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_optical_coherence_tomography_oct_images_proliferative,"Optical Coherence Tomography (OCT) Images of Proliferative Vitreoretinopathy, Uveitis, and Normal Eyes",https://data.mendeley.com/datasets/hbr5pwk5w5,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_orbscan_iiz_anterior_maps,"Multimodal Orbscan IIz Dataset: 3,000 Axial Power Anterior Maps with OCR-Extracted Clinical Parameters from 3,000 Unique Patients",https://data.mendeley.com/datasets/78wt2nc387,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_performance_corneal_vs_scleral_rigid_gas,Data for: Performance of corneal vs. scleral rigid gas permeable contact lenses for ectatic corneal disorders,https://data.mendeley.com/datasets/gmrbh4fvt2,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_peripapillary_retinal_nerve_fiber_layer_thinning,Data for: Peripapillary Retinal Nerve Fiber Layer Thinning in Genetic Generalized Epilepsy,https://data.mendeley.com/datasets/wyys4gvk4n,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_plasma_energy_metabolomics_patients_ocular_disease,plasma energy metabolomics in patients with ocular disease,https://data.mendeley.com/datasets/tybzw7zsng,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_post_intravitreal_injection_ciprofloxacin_conjunctival_flora,Data for: Post-Intravitreal Injection Ciprofloxacin and Conjunctival Flora Resistance,https://data.mendeley.com/datasets/53nxz6xr5j,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_postural_stargardt_s_syndrome_patients,Data for: Postural data from Stargardt's syndrome patients,https://data.mendeley.com/datasets/5rz9j8t6p4,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_quantified_processed_microarray_22_individuals_without,Quantified processed microarray data for 22 individuals with and without proliferative retinopathy,https://data.mendeley.com/datasets/72b47vpgtz,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_radial_peripapillary_capillary_density_as_predictive,Radial peripapillary capillary density as a predictive factor for glaucoma in eyes with ocular hypertension,https://data.mendeley.com/datasets/h9tntd4gkf,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_raw_manuscript_light_responsive_microrna_molecules,RAW DATA to manuscript: Light-Responsive MicroRNA Molecules in Human Retinal Organoids are Differentially Regulated by Distinct Wavelengths of Light,https://data.mendeley.com/datasets/8ksg9fssd9,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_red_lesion_localization_messidor_retinal_images,Red lesion localization for MESSIDOR retinal images dataset using patch-based convolutional neural networks.,https://data.mendeley.com/datasets/3r5m3nfdkv,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_refractive_error_visual_impairment_among_school,"Refractive error and Visual Impairment data among school children in Blantyre, Southern Malawi",https://data.mendeley.com/datasets/crgbf93fnw,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_retinal_blood_vessel_segmentation_rop,Retinal blood vessel segmentation(ROP),https://data.mendeley.com/datasets/prcy36j53v,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_rop_retinopathy_prematurity_infants_serum_metabolomic,ROP (retinopathy of prematurity) infants' serum metabolomic data,https://data.mendeley.com/datasets/7r7xt6pf6x,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_sars_cov_2_infection_ocular_cells,"SARS-CoV-2 infection of ocular cells from human adult donor eyes and hESC-derived ocular lineages, Eriksen et al",https://data.mendeley.com/datasets/jgw2mcgb67,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_selective_laser_trabeculoplasty_patients_angle_recession,Data for: Selective Laser Trabeculoplasty in patients with angle recession glaucoma: a case series.,https://data.mendeley.com/datasets/rvw8k4k8g7,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_serum_proteomic_profiles_keratoconus_post_laser,"Serum proteomic profiles in keratoconus, post-laser vision correction ectasia, and pellucid marginal degeneration",https://data.mendeley.com/datasets/yzsktrxh6y,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_set_relationship_between_plasma_amino_acid,data set of Relationship between plasma amino acid and carnitine levels and primary angle closure glaucoma based on mass spectrometry metabolomics,https://data.mendeley.com/datasets/fn9986thfh,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_spatio_temporal_optical_coherence_tomography_provides,Spatio-Temporal Optical Coherence Tomography provides full thickness imaging of the chorioretinal complex,https://data.mendeley.com/datasets/9pzm3mbp7w,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_superficial_conjunctival_cells_dupilumab_treated_atopic,Superficial Conjunctival Cells from Dupilumab-treated Atopic Dermatitis Patients with Ocular Adverse Events Display a Transcriptomic Psoriasis Signature,https://data.mendeley.com/datasets/222mnygnjz,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_test_results_article_motion_perception_glaucoma,"Test results - Article ""Motion perception and glaucoma""",https://data.mendeley.com/datasets/zhz8kjsykf,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_towards_ocular_biomarkers_sarcopenia_result_korean,Towards ocular biomarkers for sarcopenia: a result from a Korean nationwide cross-sectional study,https://data.mendeley.com/datasets/h547645876,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_utilizing_responsive_web_portal_studying_disc,Data for: Utilizing A Responsive Web Portal For Studying Disc Tracing Agreement in Retinal Images,https://data.mendeley.com/datasets/7xv5rzxgrh,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_vivo_analysis_comparison_anterior_segment_structures,In Vivo Analysis and Comparison of Anterior Segment Structures of Both Eyes in Unilateral Herpetic Anterior Uveitis,https://data.mendeley.com/datasets/hmz2cz3jcg,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mendeley_vivo_cone_photoreceptor_topography_human_foveola,In-vivo cone photoreceptor topography of the human foveola,https://data.mendeley.com/datasets/m5nkpb8phv,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
mpxv_ocular_manifestations_south_kivu,MPXV Ocular Manifestations South Kivu Dataset,https://doi.org/10.1371/journal.pgph.0005971.s001,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,https://doi.org/10.6084/m9.figshare.30520733.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
ocular_generalized_myasthenia_korea,Ocular and Generalized Myasthenia Gravis Korea Dataset,https://doi.org/10.6084/m9.figshare.31981347.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
parkinsons_directional_oct,Parkinson Disease Directional OCT Dataset,https://doi.org/10.26188/30750011.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
parkinsons_outer_retinal_structure,Parkinson Disease Outer Retinal Structure and Function Dataset,https://doi.org/10.26188/24138420.v2,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
pimd_visual_preference_eye_tracking,PIMD Visual Preference Eye-Tracking Dataset,https://doi.org/10.1371/journal.pone.0266176.s010,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
pupillometry_eeg_fmri_salience,"Pupillometry, EEG, and fMRI Salience Dataset",https://doi.org/10.6084/m9.figshare.22518010.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
rao_fundus,RAO Retinal Artery Occlusion Fundus Photography Dataset,https://data.mendeley.com/datasets/5428684j44/2,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
retinal_oct_octa_two_subjects_processed,Processed Retinal OCT and OCTA Two-Subject Dataset,https://www.kaggle.com/datasets/cnzakimuena/retinal-oct-and-octa-data-3,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
retinal_optic_flow_locomotion,Retinal Optic Flow and Locomotion Dataset,https://doi.org/10.25452/figshare.plus.17113883.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
retinal_photoplethysmography_rnfl,Retinal Photoplethysmography and RNFL Dataset,https://doi.org/10.6084/m9.figshare.21197173.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
spectrosense_pupil_light_exposure,SpectroSense Pupil Light Exposure Dataset,https://doi.org/10.6084/m9.figshare.28176839.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
sustech_sysu_corneal_ulcers,SUSTech-SYSU Corneal Ulcer Dataset,https://doi.org/10.6084/m9.figshare.10247501.v1,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
synthetic_retinal_oct_biomarkers,Synthetic Retinal OCT Biomarker Dataset,https://huggingface.co/datasets/serag-ai/Synthetic-Ophthalmology-Images,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
thyroid_ophthalmopathy_external,Thyroid Ophthalmopathy External Ocular Images,https://data.mendeley.com/datasets/z7ys7r4bdn/2,0.6.0,2026-08-02,2026-08-02,"[{""count"": 2, ""evidence_basis"": ""current_deposit_file_listing"", ""evidence_url"": ""https://data.mendeley.com/datasets/z7ys7r4bdn/2"", ""exactness"": ""exact"", ""notes"": ""The source does not report the number of photographs inside dataset.zip."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Artifacts listed by the current Mendeley v2 deposit"", ""unit"": ""deposited_files""}]",No reproducible primary item count was exposed for the cataloged source version.
tunisian_retinal_oct_multidisease,Tunisian Retinal OCT Multi-Disease Dataset,https://doi.org/10.6084/m9.figshare.31385596.v3,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
visual_field_test_perception,Visual Field Test Perception Dataset,https://doi.org/10.6084/m9.figshare.12443594.v2,0.6.0,2026-08-02,2026-08-02,[],No reproducible primary item count was exposed for the cataloged source version.
