doi,title,original_query_hits,initial_decision,matched_existing_record,relationship_type,final_decision,final_catalog_slug,reason,review_stage,official_source_url
10.5061/dryad.56f1h,Data from: Quantitative analysis of fundus-image sequences reveals phase of spontaneous venous pulsations,"[""fundus"", ""glaucoma"", ""ocular"", ""retinal""]",include,,,included_new_record,dryad_fundus_venous_pulsation,Twelve human fundus-image sequences are a direct ocular imaging resource for venous-pulsation measurement.,scope_screen_a,https://doi.org/10.5061/dryad.56f1h
10.5061/dryad.56g7v08,Data from: Theoretical conditions for the coexistence of viral strains with differences in phenotypic traits: a bifurcation analysis,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.56g7v08
10.5061/dryad.573n5tb5d,Predicting incremental and future visual change in neovascular age-related macular degeneration using deep learning,"[""\""optical coherence tomography\"""", ""macular"", ""ophthalmology"", ""retina""]",exclude,dryad_namd_visual_prediction,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_namd_visual_prediction.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.573n5tb5d
10.5061/dryad.573n5tbfv,Data from: Adverse events associated with risdiplam use,"[""ophthalmology""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.573n5tbfv
10.5061/dryad.575p1,"Data from: Broad-scale genetic patterns of New Zealand abalone, Haliotis iris, across a distribution spanning 13° latitude and major oceanic water masses","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.575p1
10.5061/dryad.576m2,Data from: Cytoskeletal stability and metabolic alterations in primary human macrophages in long-term microgravity,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.576m2
10.5061/dryad.58791,Data from: Retinal capillary rarefaction in patients with type 2 diabetes mellitus,"[""iris"", ""retinal""]",include,,,included_new_record,dryad_diabetes_retinal_capillary,The human diabetic retinal-capillary case-control measurements directly support retinal vascular analysis.,scope_screen_a,https://doi.org/10.5061/dryad.58791
10.5061/dryad.58gn0,Data from: Light sensing by opsins and fungal ecology: NOP-1 modulates entry into sexual reproduction in response to environmental cues,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.58gn0
10.5061/dryad.591gf,"Data from: Identification, visualization and clonal analysis of intestinal stem cells in fish","[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.591gf
10.5061/dryad.597ch,Data from: Comprehensive analysis of vitreous specimens for uveitis classification: a prospective multicentre observational study,"[""uveitis""]",include,,,included_new_record,dryad_uveitis_vitreous_biomarkers,The prospective multicentre uveitis vitreous biomarker table is direct human ocular disease data.,scope_screen_a,https://doi.org/10.5061/dryad.597ch
10.5061/dryad.59zw3r233,Data from: Elovanoids counteract oligomeric β-Amyloid-induced gene expression and protect photoreceptors,"[""macular"", ""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Deposit is supplementary PDFs/tables for one article and lacks a separately documented reusable retinal resource.,strict_screen_a,https://doi.org/10.5061/dryad.59zw3r233
10.5061/dryad.59zw3r28t,"Dataset for: Conservation genomics of federally endangered Texella harvester species (Arachnida, Opiliones, Phalangodidae) from cave and karst habitats of central Texas","[""corneal"", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.59zw3r28t
10.5061/dryad.59zw3r2b7,Analysis of rod-cone dystrophy genes reveals unique mutational patterns,"[""retinal""]",include,,,included_new_record,dryad_rod_cone_dystrophy_genes,Rod-cone-dystrophy mutation association files are a direct inherited-retinal-disease genomics resource.,scope_screen_a,https://doi.org/10.5061/dryad.59zw3r2b7
10.5061/dryad.59zw3r2bh,Data for: The Martian atmospheric waves perturbation Datasets (MAWPD) version 2.0 ,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.59zw3r2bh
10.5061/dryad.59zw3r2bk,Utility of standard diffusion-weighted magnetic resonance imaging for the identification of ischemic optic neuropathy in giant cell arteritis,"[""ophthalmology""]",include,,,included_new_record,dryad_gca_optic_nerve_dwi,Optic-nerve diffusion-MRI assessment data directly support ischemic optic-neuropathy classification.,scope_screen_a,https://doi.org/10.5061/dryad.59zw3r2bk
10.5061/dryad.59zw3r2dr,Out-of-plane ferroelectricity and robust magnetoelectricity in quasi two-dimensional materials,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.59zw3r2dr
10.5061/dryad.5bc8vd7,Data from: Zebrafish differentially process colour across visual space to match natural scenes,"[""\""visual field\"""", ""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Zebrafish natural-scene retinal processing is basic visual neuroscience without a specific translational ocular method or disease aim.,scope_screen_a,https://doi.org/10.5061/dryad.5bc8vd7
10.5061/dryad.5dn13,Data from: Significant correlation between retinal venous tortuosity and aqueous vascular endothelial growth factor concentration in eyes with central retinal vein occlusion,"[""macular"", ""retinal""]",include,,,included_new_record,dryad_crvo_vegf_tortuosity,The 32-eye CRVO tortuosity/VEGF table is direct human retinal vascular disease data.,scope_screen_a,https://doi.org/10.5061/dryad.5dn13
10.5061/dryad.5ds04gg,Data from: Local weather and body condition influence habitat use and movements on land of molting female southern elephant seals (Mirounga leonina),"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.5ds04gg
10.5061/dryad.5gb05,Data from: Predator perspective drives geographic variation in frequency-dependent polymorphism,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.5gb05
10.5061/dryad.5hqbzkh29,Maternal gut microbiota in pregnancy dictates offspring metabolic phenotype,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.5hqbzkh29
10.5061/dryad.5k0s6,Data from: Epistatic interactions influence terrestrial-marine functional shifts in cetacean rhodopsin,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.5k0s6
10.5061/dryad.5qfttdz19,Association of cataract and sun exposure in geographically diverse populations of India: the case study. first report of the ICMR-EYE SEE study group,"[""\""slit lamp\"""", ""cataract"", ""ophthalmic""]",include,,,included_new_record,dryad_icmr_eye_see_cataract,The large Indian cataract/UV exposure survey is direct human ophthalmic epidemiology data.,scope_screen_a,https://doi.org/10.5061/dryad.5qfttdz19
10.5061/dryad.5qfttdz32,Reconstructing cranial evolution in an extinct hominin,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.5qfttdz32
10.5061/dryad.5qfttdz5d,WES of the proband with a novel RPGR mutation,"[""\""visual field\"""", ""ophthalmic"", ""ophthalmology"", ""retinal""]",include,,,included_new_record,dryad_rpgr_cone_rod_wes,The paired FASTQ files represent a defined human RPGR cone-rod-dystrophy sequencing object.,scope_screen_a,https://doi.org/10.5061/dryad.5qfttdz5d
10.5061/dryad.5t9d1,Data from: Long-term visual outcomes of secondary intraocular lens implantation in children with congenital cataract,"[""cataract"", ""ocular""]",include,,,included_new_record,dryad_pediatric_secondary_iol,The pediatric secondary-IOL spreadsheet is a defined direct clinical ophthalmic outcome object.,scope_screen_a,https://doi.org/10.5061/dryad.5t9d1
10.5061/dryad.5tb2rbp1k,Data from: Novel roles of chloroquine and hydroxychloroquine in Graves’ orbitopathy therapy by targeting orbital fibroblasts,"[""orbit""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Only a supplemental-data PDF is deposited; no reusable orbital-fibroblast data object is documented.,strict_screen_a,https://doi.org/10.5061/dryad.5tb2rbp1k
10.5061/dryad.5x69p8d52,Data from: Awake responses suggest inefficient dense coding in the mouse retina,"[""retina"", ""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,broad_screen,https://doi.org/10.5061/dryad.5x69p8d52
10.5061/dryad.5x69p8dbg,Charge trapping for controllable persistent luminescence in organics,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.5x69p8dbg
10.5061/dryad.5x69p8dkg,Data from: Toward weather-based forecasting of annual seed production in six European forest tree species,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.5x69p8dkg
10.5061/dryad.612jm649r,Data from: Plane wave Doppler determination of blood flow in retinopathy of prematurity,"[""\""retinopathy of prematurity\"""", ""ocular"", ""orbit"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_rop_plane_wave_doppler,The ROP Doppler examination table is a defined direct neonatal retinal measurement resource.,scope_screen_a,https://doi.org/10.5061/dryad.612jm649r
10.5061/dryad.612jm64km,Orbital dependent Coulomb drag in electron-hole bilayer graphene heterostructures,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.612jm64km
10.5061/dryad.61dr5,"Data from: Avian cephalic vascular anatomy, sites of thermal exchange, and the rete ophthalmicum","[""orbit""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,General avian cephalic vascular CT collection is not a direct ocular resource despite rete ophthalmicum mention.,strict_screen_a,https://doi.org/10.5061/dryad.61dr5
10.5061/dryad.61f4v,Data from: Performance of Encounternet tags: field tests of miniaturized proximity loggers for use on small animals,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.61f4v
10.5061/dryad.626tf4f,Data from: Z-DNA and Z-RNA in human disease,"[""macular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.626tf4f
10.5061/dryad.65f2k,Data from: Hummingbirds control hovering flight by stabilizing visual motion,"[""\""visual field\"""", ""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.65f2k
10.5061/dryad.66t1g1jzh,The post-embryonic ontogeny of the early Cambrian trilobite Estaingia bilobata from South Australia: trunk development and phylogenetic implications,"[""\""anterior segment\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.66t1g1jzh
10.5061/dryad.66t1g1k1x,Examples of misclassified images of papilledema severity by the Deep Learning System,"[""fundus"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Deposit provides only examples of model misclassifications, not the fundus-image dataset or a distinct annotation layer.",strict_screen_a,https://doi.org/10.5061/dryad.66t1g1k1x
10.5061/dryad.676tf,Data from: The role of regional survivor incumbency in the evolutionary recovery of calcareous nannoplankton from the Cretaceous/Paleogene (K/Pg) mass extinction,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.676tf
10.5061/dryad.67fs3bs,"Data from: A new echimyid genus (Rodentia, Caviomorpha) in Central Argentina: uncovered diversity of a Brazilian group of mammals in the Pleistocene","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.67fs3bs
10.5061/dryad.69p8cz982,Multimodal mucosal and systemic immune characterization of a non-human primate trachoma model highlights the critical role of local immunity during acute phase disease ,"[""corneal"", ""ocular""]",include,,,included_new_record,dryad_nhp_trachoma_immunity,The nonhuman-primate trachoma immune archive is a defined ocular infection disease-model resource with translational relevance.,scope_screen_a,https://doi.org/10.5061/dryad.69p8cz982
10.5061/dryad.6c7p5,Data from: Historical environment is reflected in modern population genetics and biogeography of an island endemic lizard (Xantusia riversiana reticulata),"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6c7p5
10.5061/dryad.6cn04,"Data from: Genomic collinearity and the genetic architecture of floral differences between the homoploid hybrid species I. nelsonii and one of its progenitors, I. hexagona","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6cn04
10.5061/dryad.6cp6f,Data from: Controlled iris radiance in a diurnal fish looking at prey,"[""iris"", ""ocular""]",include,,,excluded_out_of_scope_or_false_positive,,Fish iris-radiance experiments concern visual foraging behavior rather than an ocular biometric or ophthalmic method resource.,scope_screen_a,https://doi.org/10.5061/dryad.6cp6f
10.5061/dryad.6djh9w0zs, RNAseq raw counts FLCN positive vs. FLCN negative renal proximal tubular epithelial cells (RPTEC),"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6djh9w0zs
10.5061/dryad.6djh9w17c,Data for: Global frequency analyses of canine progressive rod-cone degeneration–progressive retinal atrophy and collie eye anomaly using commercial genetic testing data,"[""retinal""]",include,,,included_new_record,dryad_canine_pra_cea_genotypes,"Canine PRA/CEA genotype data are a large, defined inherited-eye-disease resource relevant to disease mechanisms.",scope_screen_a,https://doi.org/10.5061/dryad.6djh9w17c
10.5061/dryad.6djh9w17p,Sucrose-preferring gut microbes prevent host obesity by producing exopolysaccharides,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6djh9w17p
10.5061/dryad.6djh9w1hw,Data from: Revisiting the charge-density-wave superlattice of 1<em>T</em>-TiSe<sub>2</sub>,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6djh9w1hw
10.5061/dryad.6hdr7sqxx,International consensus guidance for management of myasthenia gravis,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6hdr7sqxx
10.5061/dryad.6hdr7sr73,"Adsorption of N, He, and Ne on CGe nanoribbons for sensing and optoelectronic applications","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6hdr7sr73
10.5061/dryad.6kg1sd7,Data from: Association of diabetic retinopathy and diabetic macular edema with renal function in southern Chinese patients with type 2 diabetes mellitus: a single-center observational study,"[""\""diabetic retinopathy\"""", ""macular""]",include,,,included_new_record,dryad_diabetic_retinopathy_renal,The 413-patient diabetic-retinopathy/macular-edema table is direct human ophthalmic clinical data.,scope_screen_a,https://doi.org/10.5061/dryad.6kg1sd7
10.5061/dryad.6m3n9,Data from: Pigmented anatomy in Carboniferous cyclostomes and the evolution of the vertebrate eye,"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Fossil phylogenetic character matrix concerns eye evolution but is not an ophthalmology or ocular data resource.,strict_screen_a,https://doi.org/10.5061/dryad.6m3n9
10.5061/dryad.6np02kb,Pinopsin evolved as the ancestral dim-light visual opsin in vertebrates,"[""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Archive is described only as TIFF figure files and does not establish a reusable retinal dataset.,strict_screen_a,https://doi.org/10.5061/dryad.6np02kb
10.5061/dryad.6pm50,Data from: Design of cinnamaldehyde amino acid Schiff base compounds based on the quantitative structure–activity relationship,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6pm50
10.5061/dryad.6ss2t,"Data from: Temporal population genetic instability in range edge Western Toads, Anaxyrus boreas","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6ss2t
10.5061/dryad.6t1g1jx9s,Comparison of antimicrobial resistance genes on the ocular surface of patients with corneal infections in California and Malawi,"[""corneal"", ""ocular""]",include,,,included_new_record,dryad_ocular_surface_amr,Per-patient ocular-surface AMR counts and metadata are direct human keratitis translational data.,scope_screen_a,https://doi.org/10.5061/dryad.6t1g1jx9s
10.5061/dryad.6wwpzgn2p,Dual receptive fields underlying target and wide-field motion sensitivity in looming sensitive descending neurons,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.6wwpzgn2p
10.5061/dryad.707kc,Data from: Identification of the Beagle 2 lander on Mars,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.707kc
10.5061/dryad.70rxwdc7h,"Data from: A new species in Iris section Pseudoregelia (Iridaceae) from Gansu, China","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Plant genus Iris search collision; not an ocular resource.,broad_screen,https://doi.org/10.5061/dryad.70rxwdc7h
10.5061/dryad.70rxwdc95,Data for: Transient shifts in Bering Sea shelf phytoplankton size structure in response to wind-induced mixing,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.70rxwdc95
10.5061/dryad.71hp4,"Data from: Cataract surgery visual outcomes and associated risk factors in secondary level eye care centers of L V Prasad Eye Institute, India","[""cataract"", ""ocular"", ""ophthalmic""]",include,,,included_new_record,dryad_lvpei_cataract_outcomes,"The 2,049-surgery cataract outcome file is direct human ophthalmic care data.",scope_screen_a,https://doi.org/10.5061/dryad.71hp4
10.5061/dryad.72fg9,Data from: Phylogeny of haemosporidian blood parasites revealed by a multi-gene approach,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.72fg9
10.5061/dryad.73n5tb38p,Spectrophotometric determination of LAP photoinitiator radicalization in ophthalmic applications,"[""cornea"", ""corneal"", ""ophthalmic""]",needs_manual_review,,,excluded_out_of_scope_or_false_positive,,The LAP spectrophotometry archive supports ophthalmic-materials work but does not expose ocular data or a distinct ophthalmic research object.,deferred_resolution,https://doi.org/10.5061/dryad.73n5tb38p
10.5061/dryad.75r59p2,Data from: Optical coherence tomography is highly sensitive in detecting prior optic neuritis,"[""\""optical coherence tomography\"""", ""glaucoma"", ""ophthalmology"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Deposit contains supplemental presentation/PDF figures only, not OCT measurements or image data.",strict_screen_a,https://doi.org/10.5061/dryad.75r59p2
10.5061/dryad.76hdr7t64,Data from: Phagocytosed photoreceptor outer segment particles within the retinal pigment epithelium show diurnal rhythmicity and variation between cone subtypes in larval zebrafish,"[""retinal""]",include,,,included_new_record,dryad_zebrafish_rpe_phagocytosis,Zebrafish retinal/RPE phagosome data are a defined retinal-degeneration mechanism resource.,scope_screen_a,https://doi.org/10.5061/dryad.76hdr7t64
10.5061/dryad.79cnp5hw7,Distinct type II opsins in the eye decode light properties for background adaptation and behavioural background preference,"[""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Figure-labelled text values are article support materials, not a separately documented ocular dataset.",strict_screen_a,https://doi.org/10.5061/dryad.79cnp5hw7
10.5061/dryad.79cnp5hz8,Sound files of the climbing trees of squirrels,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.79cnp5hz8
10.5061/dryad.79cnp5j4h,Data from: Carrier density crossover and quasiparticle mass enhancement in a doped 5d Mott insulator,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.79cnp5j4h
10.5061/dryad.7h44j0zrp,Charts of TGA and FTIR of biopolemers and their resulted AgNPs,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.7h44j0zrp
10.5061/dryad.7h44j0zt7,Genetic mechanisms and correlational selection structure trait variation in a coral snake mimic,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.7h44j0zt7
10.5061/dryad.7m07n0r,"Data from: Bony labyrinth morphometry reveals hidden diversity in lungless salamanders (Family Plethodontidae): structural correlates of ecology, development, and vision in the inner ear","[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.7m07n0r
10.5061/dryad.7m0cfxq9r,Understanding decision making factors influencing referrals to vision rehabilitation services at a tertiary medical center,"[""\""anterior segment\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.7m0cfxq9r
10.5061/dryad.7pvmcvf8d,Plasma metabolomes of aged rhesus macaques with and without maculopathies,"[""macular"", ""ocular"", ""ophthalmology"", ""retinal""]",include,,,included_new_record,dryad_rhesus_maculopathy_metabolomics,Rhesus maculopathy plasma-metabolome workbook is a defined nonhuman-primate AMD-model biomarker resource.,scope_screen_a,https://doi.org/10.5061/dryad.7pvmcvf8d
10.5061/dryad.7q37g6b,Data from: All-optical recording and stimulation of retinal neurons in vivo in retinal degeneration mice,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_mouse_all_optical_retina,Mouse all-optical retinal recording/stimulation archive is a defined retinal-degeneration imaging and therapy-method resource.,scope_screen_a,https://doi.org/10.5061/dryad.7q37g6b
10.5061/dryad.7q5c7,Data from: Gendered disparities in quality of cataract surgery in a marginalised population in Pakistan: the Karachi marine fishing communities eye and general health survey,"[""cataract""]",include,,,included_new_record,dryad_karachi_cataract_outcomes,Karachi cataract-surgery quality data are direct human ophthalmic population outcomes.,scope_screen_a,https://doi.org/10.5061/dryad.7q5c7
10.5061/dryad.7r7n7,Data from: Spike-triggered covariance analysis reveals phenomenological diversity of contrast adaptation in the retina,"[""retina"", ""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,broad_screen,https://doi.org/10.5061/dryad.7r7n7
10.5061/dryad.7sqv9s4pm,Data from: Zebrafish retinal ganglion cells asymmetrically encode spectral and temporal information across visual space,"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Zebrafish RGC spectral coding is general visual neuroscience without a disease-mechanism or ophthalmic imaging-method focus.,scope_screen_a,https://doi.org/10.5061/dryad.7sqv9s4pm
10.5061/dryad.7t3h6,Data from: A qualitative study of stakeholder views regarding participation in locally commissioned enhanced optometric services,"[""glaucoma""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.7t3h6
10.5061/dryad.7t7d9,Data from: Abandoning sex: multiple origins of asexuality in the ciliate Tetrahymena,"[""glaucoma""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.7t7d9
10.5061/dryad.7vn28,Data from: Upregulation of NLRP3 inflammasome in the tears and ocular surface of dry eye patients,"[""ocular""]",include,,,included_new_record,dryad_dry_eye_nlrp3,"Dry-eye clinical, tear, and ocular-surface molecular data directly support human ocular-surface disease analysis.",scope_screen_a,https://doi.org/10.5061/dryad.7vn28
10.5061/dryad.7wm37pvt0,Distinct synaptic transfer functions in same-type photoreceptors,"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Zebrafish photoreceptor synaptic physiology is general visual neuroscience without a stated translational disease or method use.,scope_screen_a,https://doi.org/10.5061/dryad.7wm37pvt0
10.5061/dryad.80gb5mkpj,Data from: Functional genetic diversity in an exploited marine species and its relevance to fisheries management,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.80gb5mkpj
10.5061/dryad.84hc0,Data from: A novel system for bi-ocular eye-tracking in vertebrates with laterally placed eyes,"[""ocular""]",include,,,included_new_record,dryad_biocular_eye_tracking,The bi-ocular vertebrate eye-tracking spreadsheets are a defined ocular-motor measurement-method resource.,scope_screen_a,https://doi.org/10.5061/dryad.84hc0
10.5061/dryad.857n9,Data from: Copy number variation and expression analysis reveals a nonorthologous pinta gene family member involved in butterfly vision,"[""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Whole transcriptome is from head/limb tissues rather than eye data; vision is only the biological interpretation.,strict_screen_a,https://doi.org/10.5061/dryad.857n9
10.5061/dryad.866t1g23p,TIGER: A tdTomato in-vivo genome-editing reporter mouse for investigating precision-editor delivery approaches,"[""ocular"", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.866t1g23p
10.5061/dryad.86f1m6g,Data from: Refining eligibility criteria for amyotrophic lateral sclerosis clinical trials,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.86f1m6g
10.5061/dryad.8824sd0,Data from: Cattle affect regeneration of the palm species Attalea princeps in a Bolivian forest-savanna mosaic,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8824sd0
10.5061/dryad.8931zcrw5,CCI.net fungal keratitis cases dataset,"[""corneal"", ""ophthalmic""]",include,,,included_new_record,dryad_fungal_keratitis_cci,"The 8,697-image fungal-keratitis dataset has explicit classification and segmentation splits and is directly usable for translational corneal imaging.",scope_screen_b,https://doi.org/10.5061/dryad.8931zcrw5
10.5061/dryad.8931zcs04,Compounding heterochrony shapes the salamander visual system across adaptive zones,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8931zcs04
