record_id,canonical_name,primary_category,catalog_version,catalog_search_cutoff,relationship_review_date,official_source_url,source_check_status,review_outcome,outgoing_relationship_count,outgoing_relationship_types,outgoing_target_record_ids,incoming_relationship_count,incoming_source_record_ids,evidence_urls,external_or_unresolved_sources,rejected_candidate_notes,review_scope,reviewer
dryad_bariatric_ophthalmology,Bariatric Surgery Ophthalmic Evaluation Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.1g6vm34,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_bbs1_retinal_degeneration,BBS1 Retinal Degeneration Mouse Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.2rbnzs7jm,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_biocular_eye_tracking,Bi-Ocular Vertebrate Eye-Tracking Dataset,eye_tracking,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.84hc0,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_brvo_bevacizumab_multimodal,BRVO Bevacizumab Multimodal Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.3cp54,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_canine_pra_cea_genotypes,Canine PRA and CEA Genotype Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.6djh9w17c,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_clcc1_retinitis_pigmentosa,CLCC1 Retinitis Pigmentosa Genomics Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.3vv31qq,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_cone_synapse_computation,Cone Photoreceptor Synapse Dataset,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.0p2ngf25g,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_congenital_cataract_sight_restoration,Congenital Cataract Sight Restoration Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.0gb5mkm9b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_congenital_glaucoma_wes,Identification of novel variants in LTBP2 and PXDN using whole-exome sequencing in developmental and congenital glaucoma,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.k7455,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_cornea_oct_pentacam,Corneal OCT and Pentacam Tomography Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.tht76hf0c,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_corneal_biomechanics_prostaglandin,Changes in corneal biomechanical properties after long-term topical prostaglandin therapy,corneal_topography,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.d35s0,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_corneal_conjunctivitis_biomarker,Corneal Conjunctivitis Biomarker Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.4j0zpc8mm,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_corneal_laser_procedure,Corneal Laser Procedure for safety and efficacy in vision improvement,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.m905qfv2r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_crvo_vegf_tortuosity,CRVO Retinal Tortuosity and VEGF Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.5dn13,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_d12d9f,Excitatory neurotransmission activates compartmentalized calcium transients in Müller glia without affecting lateral process motility,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6078/d12d9f,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_d1895r,Directed Evolution of AAV for Efficient Gene Delivery to Canine and Primate Retina - Raw counts of variants from deep sequencing,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6078/d1895r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_d1zd5s,Single cell transcriptomic analyses reveal the impact of bHLH factors on human retinal organoid development,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5068/d1zd5s,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_diabetes_retinal_capillary,Diabetes Retinal Capillary Rarefaction Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.58791,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_diabetic_retinopathy_renal,Diabetic Retinopathy and Renal Function Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.6kg1sd7,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_dome_shaped_macula,Observational study of clinical characteristics of dome-shaped macula in Chinese Han with high myopia at Zhongshan Ophthalmic Center,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.h544560,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_dry_eye_nlrp3,Dry Eye NLRP3 Ocular Surface Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.7vn28,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_eye_care_quality_of_life,Utility index and vision related quality of life in patients awaiting specialist eye care,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.h44j0zpv3,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_eye_head_visual_selection,Eye and Head Visual Selection Dataset,eye_tracking,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.33kh1,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.msbcc2ftc,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_fundus_venous_pulsation,Fundus Venous Pulsation Sequence Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.56f1h,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_fungal_keratitis_azole_assay,Phase-dependent differential in vitro and ex vivo susceptibility of Aspergillus flavus and Fusarium keratoplasticum to azole antifungals,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.bk3j9kdjf,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_fungal_keratitis_cci,CCI.net fungal keratitis cases dataset,external_eye,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.8931zcrw5,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ga_biofeedback,Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.ngf1vhj81,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_gca_optic_nerve_dwi,GCA Optic Nerve Diffusion MRI Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.59zw3r2bk,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_gcc_glaucoma,Glaucoma Ganglion Cell Complex Clinical Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.xwdbrv1tn,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_glaucoma_lhon_mitochondrial,Glaucoma and LHON Mitochondrial Function Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.2k4v4,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_glaucoma_rnfl_vf,RNFL and Visual-Field Glaucoma Diagnosis Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.q6ft5,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_glaucoma_tears_mirna,Glaucoma Tear miRNA Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.bcc2fqzj1,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_htr1b_mouse_retina,<em>Htr1b</em> is necessary for normal retinal function in mice,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.bk3j9kdps,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_human_foveal_cones,Human foveal cone photoreceptor topography and its dependence on eye length,adaptive_optics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.nh0fp1b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_huntingtons_retinal_oct,Is retina affected in Huntington's disease? Is optical coherence tomography a good biomarker?,oct,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.ncjsxksxr,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_icmr_eye_see_cataract,ICMR EYE SEE Cataract and Sun Exposure Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.5qfttdz19,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ird_mouse_proteome,Retinal proteome profiling of inherited retinal degeneration across three different mouse models suggests common drug targets in retinitis pigmentosa,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.c2fqz61pc,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_iris_surface_features,Iris Surface Features Dataset,iris_biometrics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.0kt87,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_j0707ztm,Early removal of senescent cells protects retinal ganglion cells loss in experimental ocular hypertension,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6075/j0707ztm,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_karachi_cataract_outcomes,Karachi Cataract Surgery Quality Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.7q5c7,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_lens_fluorescence_twins,Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.mcvdnck22,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_lvpei_cataract_outcomes,LVPEI Cataract Surgery Outcome Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.71hp4,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_macaque_cone_ratio,Rhesus macaque cone ratio heritability,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.gf1vhhmsc,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_moorfields_amd_1_2_year,One and two year visual outcomes from the Moorfields age-related macular degeneration database: a retrospective cohort study and an open science resource,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.97r9289,checked_against_official_repository,confirmed_catalog_relationship,3,same_or_overlapping_cohort_as,dryad_moorfields_namd_fellow_eye|dryad_namd_oct_quant|dryad_namd_visual_prediction,3,dryad_moorfields_namd_fellow_eye|dryad_namd_oct_quant|dryad_namd_visual_prediction,https://doi.org/10.5061/dryad.2rbnzs7m4|https://doi.org/10.5061/dryad.4mw6m906b|https://doi.org/10.5061/dryad.573n5tb5d|https://doi.org/10.5061/dryad.97r9289,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_moorfields_namd_fellow_eye,Moorfields nAMD Fellow-Eye Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.4mw6m906b,checked_against_official_repository,confirmed_catalog_relationship,3,same_or_overlapping_cohort_as,dryad_moorfields_amd_1_2_year|dryad_namd_oct_quant|dryad_namd_visual_prediction,3,dryad_moorfields_amd_1_2_year|dryad_namd_oct_quant|dryad_namd_visual_prediction,https://doi.org/10.5061/dryad.2rbnzs7m4|https://doi.org/10.5061/dryad.4mw6m906b|https://doi.org/10.5061/dryad.573n5tb5d|https://doi.org/10.5061/dryad.97r9289,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_mouse_all_optical_retina,All-Optical Retinal Degeneration Mouse Dataset,adaptive_optics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.7q37g6b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_mouse_oct_beam_tilt,Quantifying the influence of optical coherence tomography beam tilt in the normal adult mouse retina,oct,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.95x69p8th,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_mouse_pupil_masking_retinal_deg,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.9kd51c5g5,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_myopia_glaucoma_visual_field,Myopia and Glaucoma Visual Field Prognosis Dataset,visual_field,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.1n50q,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_namd_12_year_survival,Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.nvx0k6dqg,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_namd_oct_longitudinal,Quantifying changes on optical coherence tomography in eyes receiving treatment for neovascular age-related macular degeneration,oct,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.8cz8w9h0v,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_namd_oct_quant,Moorfields nAMD Quantitative OCT Biomarker Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.2rbnzs7m4,checked_against_cited_source,confirmed_catalog_relationship,3,same_or_overlapping_cohort_as,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_visual_prediction,3,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_visual_prediction,https://doi.org/10.5061/dryad.2rbnzs7m4|https://doi.org/10.5061/dryad.4mw6m906b|https://doi.org/10.5061/dryad.573n5tb5d|https://doi.org/10.5061/dryad.97r9289,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_namd_ten_year_survival,Ten-year survival trends of neovascular age-related macular degeneration at first presentation,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.9cnp5hqfm,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_namd_visual_prediction,Moorfields nAMD Visual-Change Prediction Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.573n5tb5d,checked_against_cited_source,confirmed_catalog_relationship,3,same_or_overlapping_cohort_as,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_oct_quant,3,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_oct_quant,https://doi.org/10.5061/dryad.2rbnzs7m4|https://doi.org/10.5061/dryad.4mw6m906b|https://doi.org/10.5061/dryad.573n5tb5d|https://doi.org/10.5061/dryad.97r9289,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_nhp_trachoma_immunity,Nonhuman Primate Trachoma Immune Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.69p8cz982,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_nigeria_cataract_services,Nigeria Cataract Services Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.13bp2,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ocular_chemical_injuries_shanghai,Clinical characteristics of patients hospitalized for ocular chemical injuries in Shanghai from 2012 to 2017,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.9707661,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ocular_gvhd_mouse,Ocular graft vs host disease mouse model,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.k6djh9w8z,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ocular_surface_amr,Ocular Surface AMR Keratitis Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.6t1g1jx9s,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.cp4j7,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_corneal_endothelium,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,corneal_topography,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.hhmgqnkjc,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_myopia_longitudinal,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.d4mb3pn,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_optical_quality,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.bm8nv,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.5t9d1,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pg4f4qrwf,Genotype-phenotype associations in CRB1 bi-allelic patients: a novel mutation and a systematic review,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.pg4f4qrwf,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pk0p2ngzh,Morphometric analysis of retinal ganglionic cells (3D confocal images) analyzed using filament tracer from Imaris software,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.pk0p2ngzh,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.pk31jt2,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.pnvx0k6hv,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,octa,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.j0zpc86kg,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
