record_id,canonical_name,primary_category,catalog_version,catalog_search_cutoff,relationship_review_date,official_source_url,source_check_status,review_outcome,outgoing_relationship_count,outgoing_relationship_types,outgoing_target_record_ids,incoming_relationship_count,incoming_source_record_ids,evidence_urls,external_or_unresolved_sources,rejected_candidate_notes,review_scope,reviewer
dryad_namd_oct_quant,Moorfields nAMD Quantitative OCT Biomarker Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.2rbnzs7m4,checked_against_cited_source,confirmed_catalog_relationship,3,same_or_overlapping_cohort_as,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_visual_prediction,3,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_visual_prediction,https://doi.org/10.5061/dryad.2rbnzs7m4|https://doi.org/10.5061/dryad.4mw6m906b|https://doi.org/10.5061/dryad.573n5tb5d|https://doi.org/10.5061/dryad.97r9289,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_namd_ten_year_survival,Ten-year survival trends of neovascular age-related macular degeneration at first presentation,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.9cnp5hqfm,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_namd_visual_prediction,Moorfields nAMD Visual-Change Prediction Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.573n5tb5d,checked_against_cited_source,confirmed_catalog_relationship,3,same_or_overlapping_cohort_as,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_oct_quant,3,dryad_moorfields_amd_1_2_year|dryad_moorfields_namd_fellow_eye|dryad_namd_oct_quant,https://doi.org/10.5061/dryad.2rbnzs7m4|https://doi.org/10.5061/dryad.4mw6m906b|https://doi.org/10.5061/dryad.573n5tb5d|https://doi.org/10.5061/dryad.97r9289,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_nigeria_cataract_services,Nigeria Cataract Services Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.13bp2,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ocular_chemical_injuries_shanghai,Clinical characteristics of patients hospitalized for ocular chemical injuries in Shanghai from 2012 to 2017,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.9707661,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ocular_surface_amr,Ocular Surface AMR Keratitis Dataset,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.6t1g1jx9s,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.cp4j7,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_corneal_endothelium,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,corneal_topography,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.hhmgqnkjc,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_myopia_longitudinal,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.d4mb3pn,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_optical_quality,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.bm8nv,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.5t9d1,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.pk31jt2,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.pnvx0k6hv,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,octa,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.j0zpc86kg,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pvd_diagnostic_oct,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",oct,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.h44j0zpnp,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.pzgmsbcfw,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.qfttdz0dr,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.r7s04,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rao_multiomics,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.98sf7m0wt,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ravi_cataract_outcomes,RAVI Cataract Surgery Outcome Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.4p55b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_retinal_prosthesis_navigation,Visual and non-visual navigation in blind patients with a retinal prosthesis,multimodal,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.c6147,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rn38r,"Data from: Do picture-based charts overestimate visual acuity? Comparison of Kay Pictures, Lea Symbols, HOTV and Keeler logMAR charts with Sloan Letters in adults and children",tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.rn38r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rn8pk0p70,Socioeconomic status and decreasing incidence of ocular injuries in Bosnia and Herzegovina,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.rn8pk0p70,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rn8pk0pdp,"Detection of SARS-CoV-2 in conjunctival secretion and tears in patients with COVID-19 in a tertiary care centre, South India",tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.rn8pk0pdp,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rop_plane_wave_doppler,ROP Plane-Wave Doppler Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.612jm649r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rpgr_cone_rod_wes,RPGR Cone-Rod Dystrophy WES Dataset,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.5qfttdz5d,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_sbcc2fr6n,Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population,iris_biometrics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.sbcc2fr6n,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_sbcc2fr7r,Gender and age-related differences of ccular biometric parameters in patients undergoing cataract surgery in Bosnia and Herzegovina,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.sbcc2fr7r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_shanghai_myopia_2014_2018,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.c2fqz615c,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_sn02v6x2x,Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.sn02v6x2x,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_stargardt_wes,Stargardt Disease WES Variant Dataset,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.0qk7f,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_taizhou_cataract_outdoors,The association of outdoor activity and age-related cataract in a rural population of Taizhou Eye Study: phase 1 report,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.gt410,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_tb_uveitis_ifn,Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.8jk03jd,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_tmpg4f4vb,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.tmpg4f4vb,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_toric_iol_incision,Toric Intraocular Lens Incision Outcome Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.01n20,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_uveal_melanoma_coog2,COOG2.1 Uveal Melanoma Prognostic Dataset,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.n8pk0p340,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_uveitis_vitreous_biomarkers,Uveitis Vitreous Biomarker Dataset,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.597ch,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_v6wwpzh1b,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.v6wwpzh1b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_v9p0b,Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.v9p0b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_vkh_apoe,VKH APOE Transcriptomics and Proteomics Dataset,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.37pvmcvzx,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_xgxd254pk,"Supporting information for: Discrimination ability of central visual field testing using stimulus size I, II, and III and relationship with macular ganglion cell thickness in chiasmal compression",visual_field,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.xgxd254pk,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_young_adult_uv_transmission,Individual variation in the transmission of ultraviolet radiation in the young adult eye.,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.hg000c2,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_z8w9ghx9c,Accuracy of intraocular lens calculation formulas in cataract patients with steep corneal curvature,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.z8w9ghx9c,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dual_scheimpflug_ss_oct_biometry,Dual Scheimpflug and Swept-Source OCT Biometry Dataset,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.6084/m9.figshare.16828996.v1,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
duke_amd_chiu,Duke AMD Pathology OCT Segmentation Dataset,oct,0.5.0,2026-08-02,2026-08-02,https://people.duke.edu/~sf59/Chiu_IOVS_2011_dataset.htm,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
duke_chiu_boe,Duke OCT DME Dataset (Chiu BOE 2014),oct,0.5.0,2026-08-02,2026-08-02,http://people.duke.edu/~sf59/Chiu_BOE_2014_dataset.htm,checked_against_cited_source,confirmed_catalog_relationship,0,,,1,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
duke_rpedc,Duke RPE-Drusen Complex OCT Dataset,oct,0.5.0,2026-08-02,2026-08-02,https://people.duke.edu/~sf59/RPEDC_Ophth_2013_dataset.htm,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
e_ophtha,E-ophtha (EX + MA): Exudate and Microaneurysm Segmentation,fundus,0.5.0,2026-08-02,2026-08-02,https://www.kaggle.com/datasets/samriddhibagchi/e-ophtha-diabetic-retinopathy-datasets-ex-ma,checked_against_cited_source,confirmed_catalog_relationship,0,,,2,dme_vqa|mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://zenodo.org/records/6784358,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eed_astig,EED-Astig Pediatric External-Eye Dataset,external_eye,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5281/zenodo.18976824,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
erdes,ERDES: Ocular Ultrasound Video Benchmark (Retinal Detachment + Macula),multimodal,0.5.0,2026-08-02,2026-08-02,https://arxiv.org/abs/2503.04525,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eth_xgaze,ETH-XGaze Extreme-Pose Gaze Estimation Dataset,eye_tracking,0.5.0,2026-08-02,2026-08-02,https://ait.ethz.ch/xgaze,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
external_eye_blepharitis,External Eye Photographs for Screening Referable Blepharitis,external_eye,0.5.0,2026-08-02,2026-08-02,https://data.mendeley.com/datasets/bp37vw4z8d/1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eye_conjunctiva_segmentation,Eye Conjunctiva Segmentation Dataset,external_eye,0.5.0,2026-08-02,2026-08-02,https://data.mendeley.com/datasets/yxwjgcndg2/1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eye_disease_image_mendeley,Eye Disease Image Dataset,fundus,0.5.0,2026-08-02,2026-08-02,https://data.mendeley.com/datasets/s9bfhswzjb/1,checked_against_cited_source,confirmed_catalog_relationship,0,,,1,x_pcr,https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyecare_100k,Eyecare-100K: Multimodal Ophthalmology VQA Corpus,multimodal,0.5.0,2026-08-02,2026-08-02,https://github.com/DCDmllm/EyecareGPT,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyecatcher_visual_field,Eyecatcher Tablet-Based Visual Field Home-Monitoring Data,visual_field,0.5.0,2026-08-02,2026-08-02,https://data.mendeley.com/datasets/swsfj47cxw/2,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyepacs,EyePACS — Diabetic Retinopathy Detection (Kaggle 2015),fundus,0.5.0,2026-08-02,2026-08-02,https://www.kaggle.com/c/diabetic-retinopathy-detection,checked_against_cited_source,confirmed_catalog_relationship,0,,,6,bidr|dr_arranged|eyeq|mm_retinal_reason|multieye|x_pcr,https://arxiv.org/abs/2412.09402|https://github.com/HzFu/EyeQ|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://tianchi.aliyun.com/dataset/93926|https://www.kaggle.com/datasets/pkdarabi/diagnosis-of-diabetic-retinopathy,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyeq,EyeQ Retinal Image Quality Assessment Dataset,fundus,0.5.0,2026-08-02,2026-08-02,https://github.com/HzFu/EyeQ,checked_against_cited_source,confirmed_catalog_relationship,1,derived_from,eyepacs,0,,https://github.com/HzFu/EyeQ,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fairvlmed,FairVLMed: Fair Vision-Language Medical Ophthalmic Dataset,multimodal,0.5.0,2026-08-02,2026-08-02,https://huggingface.co/datasets/harvardairobotics/FairVLMed,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,No official source statement supports the previous claim that FairVLMed and Harvard-FairVision use the same cohort.,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fang_sbsdi_oct,Duke Fang SBSDI Retinal OCT Dataset,oct,0.5.0,2026-08-02,2026-08-02,https://people.duke.edu/~sf59/Fang_TMI_2013.htm,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
farfum_rop,FARFUM-ROP: Fundus Annotation Repository for Retinopathy of Prematurity,fundus,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.6084/m9.figshare.c.6721269,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fd3611,FD3611 Multi-Class Color Fundus Image Dataset,fundus,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.6084/m9.figshare.32086296.v1,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
ffa_ir,FFA-IR Medical Report Dataset,multimodal,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.13026/k5rp-9h43,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fimd,Fundus Image Myopia Development Dataset,fundus,0.5.0,2026-08-02,2026-08-02,https://data.mendeley.com/datasets/jkzsh6pcv4/1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,FIMD follows the FIRE control-point annotation method but does not reuse FIRE images.,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fiqs,FIQS: Fundus Image Quality Scores Dataset,fundus,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.6084/m9.figshare.28129847.v1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fire,FIRE: Fundus Image Registration Dataset,fundus,0.5.0,2026-08-02,2026-08-02,https://projects.ics.forth.gr/cvrl/fire/,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fives,FIVES: Fundus Image Vessel Segmentation,fundus,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.6084/m9.figshare.19688169,checked_against_cited_source,confirmed_catalog_relationship,0,,,3,mm_retinal_reason|multieye|smdg,https://arxiv.org/abs/2412.09402|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fociset_pamm,FociSet PAMM OCT Lesion Dataset,oct,0.5.0,2026-08-02,2026-08-02,https://data.mendeley.com/datasets/mkwxn7rjpm/2,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
