record_id,canonical_name,primary_category,modalities,catalog_version,catalog_search_cutoff,quantity_review_date,official_source_url,primary_quantity_status,primary_count,primary_unit,primary_scope,primary_exactness,primary_evidence_basis,primary_evidence_url,reported_quantity_count,additional_quantity_count,reported_quantities_json,counting_note
dryad_icmr_eye_see_cataract,ICMR EYE SEE Cataract and Sun Exposure Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.5qfttdz19,primary_quantity_resolved,9735,participants,Source-described participants who underwent ophthalmic evaluation,exact,official_source_description,https://doi.org/10.5061/dryad.5qfttdz19,1,0,"[{""count"": 9735, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.5qfttdz19"", ""exactness"": ""exact"", ""notes"": ""Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described participants who underwent ophthalmic evaluation"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_iris_surface_features,Iris Surface Features Dataset,iris_biometrics,iris_biometrics|external_eye|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.0kt87,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_karachi_cataract_outcomes,Karachi Cataract Surgery Quality Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.7q5c7,primary_quantity_resolved,145,eyes,Source-described operated eyes in the Karachi survey,exact,official_source_description,https://doi.org/10.5061/dryad.7q5c7,1,0,"[{""count"": 145, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.7q5c7"", ""exactness"": ""exact"", ""notes"": ""Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described operated eyes in the Karachi survey"", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_lens_fluorescence_twins,Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.mcvdnck22,primary_quantity_resolved,131,participants,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.mcvdnck22,1,0,"[{""count"": 131, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.mcvdnck22"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_lvpei_cataract_outcomes,LVPEI Cataract Surgery Outcome Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.71hp4,primary_quantity_resolved,2049,surgeries,Cataract surgeries in the source-described LVPEI outcome study,exact,official_source_description,https://doi.org/10.5061/dryad.71hp4,1,0,"[{""count"": 2049, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.71hp4"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; deposit file count is recorded separately."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Cataract surgeries in the source-described LVPEI outcome study"", ""unit"": ""surgeries""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_moorfields_amd_1_2_year,One and two year visual outcomes from the Moorfields age-related macular degeneration database: a retrospective cohort study and an open science resource,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.97r9289,primary_quantity_resolved,8174,eyes,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.97r9289,1,0,"[{""count"": 8174, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.97r9289"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_moorfields_namd_fellow_eye,Moorfields nAMD Fellow-Eye Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.4mw6m906b,primary_quantity_resolved,6265,participants,Source-described Moorfields nAMD database patients,exact,official_source_description,https://doi.org/10.5061/dryad.4mw6m906b,1,0,"[{""count"": 6265, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.4mw6m906b"", ""exactness"": ""exact"", ""notes"": ""Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described Moorfields nAMD database patients"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_myopia_glaucoma_visual_field,Myopia and Glaucoma Visual Field Prognosis Dataset,visual_field,visual_field|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.1n50q,primary_quantity_resolved,270,eyes,Source-described primary open-angle glaucoma eyes,exact,official_source_description,https://doi.org/10.5061/dryad.1n50q,1,0,"[{""count"": 270, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.1n50q"", ""exactness"": ""exact"", ""notes"": ""Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described primary open-angle glaucoma eyes"", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_namd_12_year_survival,Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.nvx0k6dqg,primary_quantity_resolved,7802,eyes,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.nvx0k6dqg,1,0,"[{""count"": 7802, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.nvx0k6dqg"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_namd_oct_longitudinal,Quantifying changes on optical coherence tomography in eyes receiving treatment for neovascular age-related macular degeneration,oct,oct|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.8cz8w9h0v,primary_quantity_resolved,2115,eyes,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.8cz8w9h0v,1,0,"[{""count"": 2115, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.8cz8w9h0v"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_namd_oct_quant,Moorfields nAMD Quantitative OCT Biomarker Dataset,tabular,tabular|oct,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.2rbnzs7m4,primary_quantity_resolved,2966,volumes,Primary quantity reported in the reviewed catalog source,not_assessed,legacy_catalog_field,https://doi.org/10.5061/dryad.2rbnzs7m4,1,0,"[{""count"": 2966, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://doi.org/10.5061/dryad.2rbnzs7m4"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""volumes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_namd_ten_year_survival,Ten-year survival trends of neovascular age-related macular degeneration at first presentation,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.9cnp5hqfm,primary_quantity_resolved,103,participants,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.9cnp5hqfm,1,0,"[{""count"": 103, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.9cnp5hqfm"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_namd_visual_prediction,Moorfields nAMD Visual-Change Prediction Dataset,tabular,tabular|oct,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.573n5tb5d,primary_quantity_resolved,926,eyes,Treatment-naive first-treated eyes in the primary analysis,exact,official_source_description,https://doi.org/10.5061/dryad.573n5tb5d,1,0,"[{""count"": 926, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.573n5tb5d"", ""exactness"": ""exact"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Treatment-naive first-treated eyes in the primary analysis"", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_nigeria_cataract_services,Nigeria Cataract Services Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.13bp2,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_ocular_chemical_injuries_shanghai,Clinical characteristics of patients hospitalized for ocular chemical injuries in Shanghai from 2012 to 2017,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.9707661,primary_quantity_resolved,160,participants,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.9707661,1,0,"[{""count"": 160, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.9707661"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_ocular_surface_amr,Ocular Surface AMR Keratitis Dataset,omics,omics|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.6t1g1jx9s,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.cp4j7,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pediatric_corneal_endothelium,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,corneal_topography,corneal_topography|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.hhmgqnkjc,primary_quantity_resolved,111,participants,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.hhmgqnkjc,1,0,"[{""count"": 111, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.hhmgqnkjc"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pediatric_myopia_longitudinal,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.d4mb3pn,primary_quantity_resolved,452,participants,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.d4mb3pn,1,0,"[{""count"": 452, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.d4mb3pn"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pediatric_optical_quality,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.bm8nv,primary_quantity_resolved,42,eyes,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.bm8nv,1,0,"[{""count"": 42, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.bm8nv"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.5t9d1,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.pk31jt2,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.pnvx0k6hv,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,octa,octa|ocular_ultrasound|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.j0zpc86kg,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pvd_diagnostic_oct,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",oct,oct|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.h44j0zpnp,primary_quantity_resolved,123,eyes,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.h44j0zpnp,1,0,"[{""count"": 123, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.h44j0zpnp"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.pzgmsbcfw,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.qfttdz0dr,primary_quantity_resolved,803,participants,Source-described POAG cases and controls,exact,official_source_description,https://doi.org/10.5061/dryad.qfttdz0dr,1,0,"[{""count"": 803, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.qfttdz0dr"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described POAG cases and controls"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.r7s04,primary_quantity_resolved,15160,participants,Source-described AMD and matched control participants,exact,official_source_description,https://doi.org/10.5061/dryad.r7s04,1,0,"[{""count"": 15160, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.r7s04"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described AMD and matched control participants"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_rao_multiomics,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,omics,omics|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.98sf7m0wt,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_ravi_cataract_outcomes,RAVI Cataract Surgery Outcome Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.4p55b,primary_quantity_resolved,1228,eyes,Source-described operated eyes with cataract surgery history,exact,official_source_description,https://doi.org/10.5061/dryad.4p55b,1,0,"[{""count"": 1228, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.4p55b"", ""exactness"": ""exact"", ""notes"": ""Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described operated eyes with cataract surgery history"", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_retinal_prosthesis_navigation,Visual and non-visual navigation in blind patients with a retinal prosthesis,multimodal,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.c6147,primary_quantity_resolved,4,participants,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.c6147,1,0,"[{""count"": 4, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.c6147"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_rn38r,"Data from: Do picture-based charts overestimate visual acuity? Comparison of Kay Pictures, Lea Symbols, HOTV and Keeler logMAR charts with Sloan Letters in adults and children",tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.rn38r,primary_quantity_resolved,42,participants,Source-described adults and children in visual-acuity comparison,exact,official_source_description,https://doi.org/10.5061/dryad.rn38r,1,0,"[{""count"": 42, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.rn38r"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described adults and children in visual-acuity comparison"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_rn8pk0p70,Socioeconomic status and decreasing incidence of ocular injuries in Bosnia and Herzegovina,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.rn8pk0p70,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_rn8pk0pdp,"Detection of SARS-CoV-2 in conjunctival secretion and tears in patients with COVID-19 in a tertiary care centre, South India",tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.rn8pk0pdp,primary_quantity_resolved,80,participants,Source-described COVID-19 participants with conjunctival sampling,exact,official_source_description,https://doi.org/10.5061/dryad.rn8pk0pdp,1,0,"[{""count"": 80, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.rn8pk0pdp"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described COVID-19 participants with conjunctival sampling"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_rop_plane_wave_doppler,ROP Plane-Wave Doppler Dataset,tabular,tabular|ocular_ultrasound,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.612jm649r,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_rpgr_cone_rod_wes,RPGR Cone-Rod Dystrophy WES Dataset,omics,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.5qfttdz5d,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_sbcc2fr6n,Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population,iris_biometrics,iris_biometrics|external_eye|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.sbcc2fr6n,primary_quantity_resolved,514,participants,Source-described Pakistani iris-feature volunteers,exact,official_source_description,https://doi.org/10.5061/dryad.sbcc2fr6n,1,0,"[{""count"": 514, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.sbcc2fr6n"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described Pakistani iris-feature volunteers"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_sbcc2fr7r,Gender and age-related differences of ccular biometric parameters in patients undergoing cataract surgery in Bosnia and Herzegovina,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.sbcc2fr7r,primary_quantity_resolved,1278,participants,Source-described cataract-surgery patients,exact,official_source_description,https://doi.org/10.5061/dryad.sbcc2fr7r,1,0,"[{""count"": 1278, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.sbcc2fr7r"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described cataract-surgery patients"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_shanghai_myopia_2014_2018,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.c2fqz615c,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_sn02v6x2x,Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.sn02v6x2x,primary_quantity_resolved,32,eyes,Source-described eyes receiving corneal photovitrification,exact,official_source_description,https://doi.org/10.5061/dryad.sn02v6x2x,1,0,"[{""count"": 32, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.sn02v6x2x"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described eyes receiving corneal photovitrification"", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_stargardt_wes,Stargardt Disease WES Variant Dataset,omics,omics,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.0qk7f,primary_quantity_resolved,33,participants,Source-described Stargardt disease probands,exact,official_source_description,https://doi.org/10.5061/dryad.0qk7f,1,0,"[{""count"": 33, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.0qk7f"", ""exactness"": ""exact"", ""notes"": ""Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described Stargardt disease probands"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_taizhou_cataract_outdoors,The association of outdoor activity and age-related cataract in a rural population of Taizhou Eye Study: phase 1 report,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.gt410,primary_quantity_resolved,2006,participants,Source-stated primary resource quantity.,exact,official_source_description,https://doi.org/10.5061/dryad.gt410,1,0,"[{""count"": 2006, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.gt410"", ""exactness"": ""exact"", ""notes"": ""Current official Dryad metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-stated primary resource quantity."", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_tb_uveitis_ifn,Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,omics,omics|tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.8jk03jd,primary_quantity_unresolved,,,,,,,0,0,[],Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_tmpg4f4vb,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.tmpg4f4vb,primary_quantity_resolved,55,eyes,Source-described eyes in capsular-tension-ring analysis,exact,official_source_description,https://doi.org/10.5061/dryad.tmpg4f4vb,1,0,"[{""count"": 55, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.tmpg4f4vb"", ""exactness"": ""exact"", ""notes"": ""Source-stated scientific quantity; current Dryad file count is separate repository metadata."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described eyes in capsular-tension-ring analysis"", ""unit"": ""eyes""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
dryad_toric_iol_incision,Toric Intraocular Lens Incision Outcome Dataset,tabular,tabular,0.5.0,2026-08-02,2026-08-02,https://doi.org/10.5061/dryad.01n20,primary_quantity_resolved,60,participants,Source-described toric IOL cataract cohort,exact,official_source_description,https://doi.org/10.5061/dryad.01n20,1,0,"[{""count"": 60, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://doi.org/10.5061/dryad.01n20"", ""exactness"": ""exact"", ""notes"": ""Source-stated quantity; Dryad file count is separate metadata and is not a scientific sample count."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Source-described toric IOL cataract cohort"", ""unit"": ""participants""}]",Quantities with different units are not interchangeable. Related records and derivative components may overlap.
