record_id,canonical_name,provider,official_source_url,dataset_identifier,catalog_deposit_version,observed_deposit_version,version_matches_catalog,listing_result,expected_file_count,expected_bytes,source_checksums_available,notes
mendeley_identification_human_retinal_stem_like_cells,Identification of Human Retinal Stem-Like Cells for Retina Regeneration,mendeley,https://data.mendeley.com/datasets/s9wbscpsrs,s9wbscpsrs,3,3,True,official_archive_route_confirmed,,35478794,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_imaging_retinal_choroidal_vasculature_using_spatio,Imaging the retinal and choroidal vasculature using Spatio-Temporal Optical Coherence Tomography (STOC-T),mendeley,https://data.mendeley.com/datasets/j39vyvp8ny,j39vyvp8ny,1,1,True,official_archive_route_confirmed,,201736250,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_improved_retinal_displacement_quantification_between_retinal,Improved Retinal Displacement Quantification Between Retinal Vessels and Corresponding Retinal Vessel Printings Across the 3D Spherical Surface of the Eye: Dataset of Measurements on Fundus Autofluorescence Imaging,mendeley,https://data.mendeley.com/datasets/jxwkym2phr,jxwkym2phr,1,1,True,official_archive_route_confirmed,,505068,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_influence_angle_alpha_angle_kappa_optical,"The influence of angle alpha, angle kappa and optical aberra-tions on the visual outcomes after implantation of a high-addition trifocal IOL_2021",mendeley,https://data.mendeley.com/datasets/w5ws4pzzxr,w5ws4pzzxr,1,1,True,official_archive_route_confirmed,,82068,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_interocular_retinal_nerve_fiber_layer_thickness,Interocular retinal nerve fiber layer thickness differences,mendeley,https://data.mendeley.com/datasets/ss2nynfc8s,ss2nynfc8s,1,1,True,official_archive_route_confirmed,,375207,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_iscev_standard_full_field_erg_reference,"ISCEV standard full-field ERG reference limits from 407 healthy subjects, derived from transference and validation of reference data between electrode types and centres",mendeley,https://data.mendeley.com/datasets/kcptb9jrf5,kcptb9jrf5,1,1,True,official_archive_route_confirmed,,52543,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_keratoconus_ukraine_children,Keratoconus Ukraine children ОХМАТДИТ ,mendeley,https://data.mendeley.com/datasets/ydmxn3264h,ydmxn3264h,1,1,True,official_archive_route_confirmed,,143404,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_long_term_results_using_gelatin_microfistulae,Long-term results using gelatin microfistulae (XEN) implantation in glaucoma surgery.,mendeley,https://data.mendeley.com/datasets/7xjcbsmzzc,7xjcbsmzzc,1,1,True,official_archive_route_confirmed,,1523,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_long_term_safety_efficacy_limited_vitrectomy,Data for: Long-Term Safety and Efficacy of Limited Vitrectomy for Vision Degrading Vitreopathy from Vitreous Floaters,mendeley,https://data.mendeley.com/datasets/dnss5ttn73,dnss5ttn73,1,1,True,official_archive_route_confirmed,,98687,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_micro_go_study_transcriptional_profiling_orbital,MICRO-GO study: transcriptional profiling of orbital tissues in Graves’ orbitopathy & microbiome composition,mendeley,https://data.mendeley.com/datasets/mrvmsrn9r6,mrvmsrn9r6,1,1,True,official_archive_route_confirmed,,153521,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_microvascular_changes_poag_after_npds,Microvascular changes in POAG after NPDS,mendeley,https://data.mendeley.com/datasets/vc99wcmvk2,vc99wcmvk2,2,2,True,official_archive_route_confirmed,,7397,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_multi_class_retinal_fundus_image_deep,A Multi-Class Retinal Fundus Image Dataset for Deep Learning-Based Ocular Disease Diagnosis,mendeley,https://data.mendeley.com/datasets/z227d626vm,z227d626vm,1,1,True,official_archive_route_confirmed,,3660282162,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_myopia_metal_mixture_exposure,Dataset: Myopia and Metal Mixture Exposure,mendeley,https://data.mendeley.com/datasets/jgh7dxdwyy,jgh7dxdwyy,1,1,True,official_archive_route_confirmed,,2696102,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_nagyz_liberty_677my_vs_alcon_acrysof,NagyZ_Liberty 677MY vs. Alcon AcrySof,mendeley,https://data.mendeley.com/datasets/zygxgyf4ns,zygxgyf4ns,1,1,True,official_archive_route_confirmed,,128925,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_netarsudil_on_kdb_treated_eyes,Netarsudil on KDB-treated Eyes,mendeley,https://data.mendeley.com/datasets/r6gw6fnvdm,r6gw6fnvdm,1,1,True,official_archive_route_confirmed,,3815,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_neurophysiologic_ophthalmic_markers_chemotherapy_related_cognitive,Data for: Neurophysiologic and ophthalmic markers of chemotherapy-related cognitive impairment in patients diagnosed with hematologic cancer,mendeley,https://data.mendeley.com/datasets/npt7rp69gm,npt7rp69gm,1,1,True,official_archive_route_confirmed,,21011,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_nuclear_cataract_database_biomedical_machine_learning,Nuclear Cataract Database for Biomedical and Machine Learning Applications,mendeley,https://data.mendeley.com/datasets/6wv33nbcvv,6wv33nbcvv,2,2,True,official_archive_route_confirmed,,648204770,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ocular_biometry, OCULAR BIOMETRY DATA,mendeley,https://data.mendeley.com/datasets/4twnn4546j,4twnn4546j,1,1,True,official_archive_route_confirmed,,21117,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ocular_sebaceous_neoplasms,Ocular sebaceous neoplasms,mendeley,https://data.mendeley.com/datasets/xg9jcjn388,xg9jcjn388,1,1,True,official_archive_route_confirmed,,453018601,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ocular_surface_disorders_affect_quality_life,Ocular Surface Disorders Affect Quality of Life in Patients with Autoimmune Blistering Skin Diseases: A Cross-Sectional Study,mendeley,https://data.mendeley.com/datasets/73r8vrxksx,73r8vrxksx,1,1,True,official_archive_route_confirmed,,25638,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_on_comparison_ocular_surface_disease_index,"Dataset on comparison of the ocular surface disease index questionnaire, the tear film break-up time and Schirmer tests for the evaluation of tear film in computer users and contact lenses without dry eye symptoms",mendeley,https://data.mendeley.com/datasets/m7fzwvsm77,m7fzwvsm77,1,1,True,official_archive_route_confirmed,,11252,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ophthalmic_anthropometry_malawians,Ophthalmic Anthropometry of Malawians,mendeley,https://data.mendeley.com/datasets/bctfh4m93c,bctfh4m93c,1,1,True,official_archive_route_confirmed,,21211,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_ophthalmic_stroke_biomarkers_south_asia,Ophthalmic Stroke Biomarkers in south Asia,mendeley,https://data.mendeley.com/datasets/whpsmdc2gk,whpsmdc2gk,1,1,True,official_archive_route_confirmed,,37888,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_optical_coherence_tomography_oct_images_proliferative,"Optical Coherence Tomography (OCT) Images of Proliferative Vitreoretinopathy, Uveitis, and Normal Eyes",mendeley,https://data.mendeley.com/datasets/hbr5pwk5w5,hbr5pwk5w5,1,1,True,official_archive_route_confirmed,,7566521,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_orbscan_iiz_anterior_maps,"Multimodal Orbscan IIz Dataset: 3,000 Axial Power Anterior Maps with OCR-Extracted Clinical Parameters from 3,000 Unique Patients",mendeley,https://data.mendeley.com/datasets/78wt2nc387,78wt2nc387,3,3,True,official_archive_route_confirmed,,1315199929,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_performance_corneal_vs_scleral_rigid_gas,Data for: Performance of corneal vs. scleral rigid gas permeable contact lenses for ectatic corneal disorders,mendeley,https://data.mendeley.com/datasets/gmrbh4fvt2,gmrbh4fvt2,1,1,True,official_archive_route_confirmed,,4922389,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_peripapillary_retinal_nerve_fiber_layer_thinning,Data for: Peripapillary Retinal Nerve Fiber Layer Thinning in Genetic Generalized Epilepsy,mendeley,https://data.mendeley.com/datasets/wyys4gvk4n,wyys4gvk4n,1,1,True,official_archive_route_confirmed,,12060,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_plasma_energy_metabolomics_patients_ocular_disease,plasma energy metabolomics in patients with ocular disease,mendeley,https://data.mendeley.com/datasets/tybzw7zsng,tybzw7zsng,1,1,True,official_archive_route_confirmed,,22705,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_post_intravitreal_injection_ciprofloxacin_conjunctival_flora,Data for: Post-Intravitreal Injection Ciprofloxacin and Conjunctival Flora Resistance,mendeley,https://data.mendeley.com/datasets/53nxz6xr5j,53nxz6xr5j,1,1,True,official_archive_route_confirmed,,14311,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_postural_stargardt_s_syndrome_patients,Data for: Postural data from Stargardt's syndrome patients,mendeley,https://data.mendeley.com/datasets/5rz9j8t6p4,5rz9j8t6p4,2,2,True,official_archive_route_confirmed,,182684592,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_proteomic_analysis_human_autoimmune_retinopathy_air,Proteomic analysis of human autoimmune retinopathy (AIR) vitreous,mendeley,https://data.mendeley.com/datasets/t7yrm5x3ws,t7yrm5x3ws,1,1,True,official_archive_route_confirmed,,3906412527,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_quantified_processed_microarray_22_individuals_without,Quantified processed microarray data for 22 individuals with and without proliferative retinopathy,mendeley,https://data.mendeley.com/datasets/72b47vpgtz,72b47vpgtz,1,1,True,official_archive_route_confirmed,,16614105,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_radial_peripapillary_capillary_density_as_predictive,Radial peripapillary capillary density as a predictive factor for glaucoma in eyes with ocular hypertension,mendeley,https://data.mendeley.com/datasets/h9tntd4gkf,h9tntd4gkf,1,1,True,official_archive_route_confirmed,,19381,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_raw_manuscript_light_responsive_microrna_molecules,RAW DATA to manuscript: Light-Responsive MicroRNA Molecules in Human Retinal Organoids are Differentially Regulated by Distinct Wavelengths of Light,mendeley,https://data.mendeley.com/datasets/8ksg9fssd9,8ksg9fssd9,1,1,True,official_archive_route_confirmed,,57822,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_red_lesion_localization_messidor_retinal_images,Red lesion localization for MESSIDOR retinal images dataset using patch-based convolutional neural networks.,mendeley,https://data.mendeley.com/datasets/3r5m3nfdkv,3r5m3nfdkv,1,1,True,official_archive_route_confirmed,,26420570,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_refractive_error_visual_impairment_among_school,"Refractive error and Visual Impairment data among school children in Blantyre, Southern Malawi",mendeley,https://data.mendeley.com/datasets/crgbf93fnw,crgbf93fnw,2,2,True,official_archive_route_confirmed,,7538281,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_retina_identification_database_ridb,Retina Identification Database (RIDB),mendeley,https://data.mendeley.com/datasets/tjw3zwntv6,tjw3zwntv6,2,2,True,official_archive_route_confirmed,,4567622,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_retinal_blood_vessel_segmentation_rop,Retinal blood vessel segmentation(ROP),mendeley,https://data.mendeley.com/datasets/prcy36j53v,prcy36j53v,1,1,True,official_archive_route_confirmed,,90915860,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_rop_retinopathy_prematurity_infants_serum_metabolomic,ROP (retinopathy of prematurity) infants' serum metabolomic data,mendeley,https://data.mendeley.com/datasets/7r7xt6pf6x,7r7xt6pf6x,5,5,True,official_archive_route_confirmed,,4149397,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_sars_cov_2_infection_ocular_cells,"SARS-CoV-2 infection of ocular cells from human adult donor eyes and hESC-derived ocular lineages, Eriksen et al",mendeley,https://data.mendeley.com/datasets/jgw2mcgb67,jgw2mcgb67,1,1,True,official_archive_route_confirmed,,360635,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_selective_laser_trabeculoplasty_patients_angle_recession,Data for: Selective Laser Trabeculoplasty in patients with angle recession glaucoma: a case series.,mendeley,https://data.mendeley.com/datasets/rvw8k4k8g7,rvw8k4k8g7,1,1,True,official_archive_route_confirmed,,96474,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_serum_proteomic_profiles_keratoconus_post_laser,"Serum proteomic profiles in keratoconus, post-laser vision correction ectasia, and pellucid marginal degeneration",mendeley,https://data.mendeley.com/datasets/yzsktrxh6y,yzsktrxh6y,1,1,True,official_archive_route_confirmed,,2250401,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_set_relationship_between_plasma_amino_acid,data set of Relationship between plasma amino acid and carnitine levels and primary angle closure glaucoma based on mass spectrometry metabolomics,mendeley,https://data.mendeley.com/datasets/fn9986thfh,fn9986thfh,1,1,True,official_archive_route_confirmed,,333837,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_spatio_temporal_optical_coherence_tomography_provides,Spatio-Temporal Optical Coherence Tomography provides full thickness imaging of the chorioretinal complex,mendeley,https://data.mendeley.com/datasets/9pzm3mbp7w,9pzm3mbp7w,2,2,True,official_archive_route_confirmed,,7748791482,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_sub_cone_visual_resolution_by_active,"Data from: Sub-cone visual resolution by active, adaptive sampling in the human foveola",mendeley,https://data.mendeley.com/datasets/zp6d5w8kdv,zp6d5w8kdv,1,1,True,official_archive_route_confirmed,,11251875,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_superficial_conjunctival_cells_dupilumab_treated_atopic,Superficial Conjunctival Cells from Dupilumab-treated Atopic Dermatitis Patients with Ocular Adverse Events Display a Transcriptomic Psoriasis Signature,mendeley,https://data.mendeley.com/datasets/222mnygnjz,222mnygnjz,1,1,True,official_archive_route_confirmed,,75204976,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_test_results_article_motion_perception_glaucoma,"Test results - Article ""Motion perception and glaucoma""",mendeley,https://data.mendeley.com/datasets/zhz8kjsykf,zhz8kjsykf,1,1,True,official_archive_route_confirmed,,36560,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_towards_ocular_biomarkers_sarcopenia_result_korean,Towards ocular biomarkers for sarcopenia: a result from a Korean nationwide cross-sectional study,mendeley,https://data.mendeley.com/datasets/h547645876,h547645876,1,1,True,official_archive_route_confirmed,,11232983,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_trabecular_microbypass_stent_implantation_pseudophakic_eyes,Data for: Trabecular microbypass stent implantation in pseudophakic eyes with open-angle glaucoma: long-term results,mendeley,https://data.mendeley.com/datasets/zsxt8wk4sh,zsxt8wk4sh,1,1,True,official_archive_route_confirmed,,11540,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_two_photon_excited_fluorescence_scanning_laser,Two-photon excited fluorescence scanning laser ophthalmoscopy images and software for data processing,mendeley,https://data.mendeley.com/datasets/nhpnt78ssy,nhpnt78ssy,1,1,True,official_archive_route_confirmed,,22042848,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
mendeley_utilizing_responsive_web_portal_studying_disc,Data for: Utilizing A Responsive Web Portal For Studying Disc Tracing Agreement in Retinal Images,mendeley,https://data.mendeley.com/datasets/7xv5rzxgrh,7xv5rzxgrh,1,1,True,official_archive_route_confirmed,,1073785598,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_vivo_analysis_comparison_anterior_segment_structures,In Vivo Analysis and Comparison of Anterior Segment Structures of Both Eyes in Unilateral Herpetic Anterior Uveitis,mendeley,https://data.mendeley.com/datasets/hmz2cz3jcg,hmz2cz3jcg,1,1,True,official_archive_route_confirmed,,11307,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mendeley_vivo_cone_photoreceptor_topography_human_foveola,In-vivo cone photoreceptor topography of the human foveola,mendeley,https://data.mendeley.com/datasets/m5nkpb8phv,m5nkpb8phv,1,1,True,official_archive_route_confirmed,,5059199783,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
mured,MuReD: Multi-label Retinal Diseases Dataset,mendeley,https://data.mendeley.com/datasets/pc4mb3h8hz/1,pc4mb3h8hz,1,1,True,official_archive_route_confirmed,,5438656680,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
myopic_regression_fundus,Myopic Regression after Corneal Refractive Surgery Fundus Sample,mendeley,https://data.mendeley.com/datasets/k34rvfw3dg/2,k34rvfw3dg,2,2,True,official_archive_route_confirmed,,455114719,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
nehut,NEH-UT Retinal OCT Dataset,mendeley,https://data.mendeley.com/datasets/8kt969dhx6/2,8kt969dhx6,2,2,True,official_archive_route_confirmed,,4208585380,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
octa_macula_coronal,OCTA Macula Coronal Views,mendeley,https://data.mendeley.com/datasets/p5h7x55zw7/1,p5h7x55zw7,1,1,True,official_archive_route_confirmed,,1503928037,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
octdl,OCTDL: OCT Deep Learning Dataset,mendeley,https://data.mendeley.com/datasets/sncdhf53xc/4,sncdhf53xc,4,4,True,official_archive_route_confirmed,,398533795,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
rao_fundus,RAO Retinal Artery Occlusion Fundus Photography Dataset,mendeley,https://data.mendeley.com/datasets/5428684j44/2,5428684j44,2,2,True,official_archive_route_confirmed,,65899640,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
retinal_corrugations_oct,Outer Retinal Corrugations Imaging Dataset,mendeley,https://data.mendeley.com/datasets/bzsc7gd9p3/2,bzsc7gd9p3,2,2,True,official_archive_route_confirmed,,242571534,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
rop_synthetic_mendeley,Synthetic Medical Images for ROP Diagnosis,mendeley,https://data.mendeley.com/datasets/fscyyhg6vt/1,fscyyhg6vt,1,1,True,official_archive_route_confirmed,,22101316,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
thyroid_ophthalmopathy_external,Thyroid Ophthalmopathy External Ocular Images,mendeley,https://data.mendeley.com/datasets/z7ys7r4bdn/2,z7ys7r4bdn,2,2,True,official_archive_route_confirmed,,5582645,0,"The current version-specific Download All route returned an official ZIP archive. Internal files will be enumerated during content inspection. The bearer-token response reflects the retired OAuth audience, not source unavailability."
uveitis_smote,Image Dataset on Eye Diseases Classification with Symptoms and SMOTE Validation,mendeley,https://data.mendeley.com/datasets/n9zp473wfw/2,n9zp473wfw,2,2,True,official_archive_route_confirmed,,42753308,0,Official version-specific Download All ZIP route confirmed. Archive contents are recorded in the content-verification log.
