record_id,canonical_name,verification_date,verification_level,official_source_checked,preferred_route_checked,preferred_route_type,resolved_destination,dataset_specific_page_confirmed_by_curator,current_route_visible,authentication_state,access_friction,availability_status,route_check_result,automated_probe_status,automated_probe_http_status,failure_or_limitation,curator,author_source_checked,source_terms_evidence_url,dataset_files_transferred_for_this_row,environment
acrima,ACRIMA: Glaucoma Optic Disc Fundus Database,2026-07-21,route_confirmed,https://figshare.com/s/c2d31f850af14c5b5232,https://figshare.com/s/c2d31f850af14c5b5232,official_repository,https://figshare.com/s/c2d31f850af14c5b5232,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,ok,202,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://figshare.com/s/c2d31f850af14c5b5232,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_d1zd5s,Single cell transcriptomic analyses reveal the impact of bHLH factors on human retinal organoid development,2026-08-01,route_confirmed,https://doi.org/10.5068/d1zd5s,https://doi.org/10.5068/d1zd5s,official_repository,https://datadryad.org/dataset/doi:10.5068/D1ZD5S,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5068/d1zd5s,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_diabetes_retinal_capillary,Diabetes Retinal Capillary Rarefaction Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.58791,https://doi.org/10.5061/dryad.58791,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.58791,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.58791,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_diabetic_retinopathy_renal,Diabetic Retinopathy and Renal Function Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.6kg1sd7,https://doi.org/10.5061/dryad.6kg1sd7,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.6kg1sd7,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.6kg1sd7,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_dome_shaped_macula,Observational study of clinical characteristics of dome-shaped macula in Chinese Han with high myopia at Zhongshan Ophthalmic Center,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.h544560,https://doi.org/10.5061/dryad.h544560,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.h544560,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.h544560,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_dry_eye_nlrp3,Dry Eye NLRP3 Ocular Surface Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.7vn28,https://doi.org/10.5061/dryad.7vn28,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.7vn28,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.7vn28,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_eye_care_quality_of_life,Utility index and vision related quality of life in patients awaiting specialist eye care,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.h44j0zpv3,https://doi.org/10.5061/dryad.h44j0zpv3,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.h44j0zpv3,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.h44j0zpv3,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_functional_oct_alzheimer,Functional OCT Retinal Response Dataset,2026-07-21,route_confirmed,https://doi.org/10.5061/dryad.msbcc2ftc,https://doi.org/10.5061/dryad.msbcc2ftc,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.msbcc2ftc,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.msbcc2ftc,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_fundus_venous_pulsation,Fundus Venous Pulsation Sequence Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.56f1h,https://doi.org/10.5061/dryad.56f1h,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.56f1h,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.56f1h,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_fungal_keratitis_cci,CCI.net fungal keratitis cases dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.8931zcrw5,https://doi.org/10.5061/dryad.8931zcrw5,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.8931zcrw5,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.8931zcrw5,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_ga_biofeedback,Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.ngf1vhj81,https://doi.org/10.5061/dryad.ngf1vhj81,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.ngf1vhj81,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.ngf1vhj81,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_gca_optic_nerve_dwi,GCA Optic Nerve Diffusion MRI Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.59zw3r2bk,https://doi.org/10.5061/dryad.59zw3r2bk,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.59zw3r2bk,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.59zw3r2bk,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_gcc_glaucoma,Glaucoma Ganglion Cell Complex Clinical Dataset,2026-07-21,route_confirmed,https://doi.org/10.5061/dryad.xwdbrv1tn,https://doi.org/10.5061/dryad.xwdbrv1tn,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.xwdbrv1tn,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.xwdbrv1tn,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_glaucoma_lhon_mitochondrial,Glaucoma and LHON Mitochondrial Function Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.2k4v4,https://doi.org/10.5061/dryad.2k4v4,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.2k4v4,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.2k4v4,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_glaucoma_rnfl_vf,RNFL and Visual-Field Glaucoma Diagnosis Dataset,2026-07-21,route_confirmed,https://doi.org/10.5061/dryad.q6ft5,https://doi.org/10.5061/dryad.q6ft5,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.q6ft5,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.q6ft5,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_human_foveal_cones,Human foveal cone photoreceptor topography and its dependence on eye length,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.nh0fp1b,https://doi.org/10.5061/dryad.nh0fp1b,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.nh0fp1b,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.nh0fp1b,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_huntingtons_retinal_oct,Is retina affected in Huntington's disease? Is optical coherence tomography a good biomarker?,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.ncjsxksxr,https://doi.org/10.5061/dryad.ncjsxksxr,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.ncjsxksxr,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.ncjsxksxr,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_icmr_eye_see_cataract,ICMR EYE SEE Cataract and Sun Exposure Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.5qfttdz19,https://doi.org/10.5061/dryad.5qfttdz19,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.5qfttdz19,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.5qfttdz19,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_iris_surface_features,Iris Surface Features Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.0kt87,https://doi.org/10.5061/dryad.0kt87,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.0kt87,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.0kt87,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_karachi_cataract_outcomes,Karachi Cataract Surgery Quality Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.7q5c7,https://doi.org/10.5061/dryad.7q5c7,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.7q5c7,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.7q5c7,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_lens_fluorescence_twins,Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.mcvdnck22,https://doi.org/10.5061/dryad.mcvdnck22,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.mcvdnck22,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.mcvdnck22,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_lvpei_cataract_outcomes,LVPEI Cataract Surgery Outcome Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.71hp4,https://doi.org/10.5061/dryad.71hp4,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.71hp4,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.71hp4,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_moorfields_amd_1_2_year,One and two year visual outcomes from the Moorfields age-related macular degeneration database: a retrospective cohort study and an open science resource,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.97r9289,https://doi.org/10.5061/dryad.97r9289,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.97r9289,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.97r9289,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_moorfields_namd_fellow_eye,Moorfields nAMD Fellow-Eye Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.4mw6m906b,https://doi.org/10.5061/dryad.4mw6m906b,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.4mw6m906b,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.4mw6m906b,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_myopia_glaucoma_visual_field,Myopia and Glaucoma Visual Field Prognosis Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.1n50q,https://doi.org/10.5061/dryad.1n50q,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.1n50q,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.1n50q,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_namd_12_year_survival,Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.nvx0k6dqg,https://doi.org/10.5061/dryad.nvx0k6dqg,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.nvx0k6dqg,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.nvx0k6dqg,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_namd_oct_longitudinal,Quantifying changes on optical coherence tomography in eyes receiving treatment for neovascular age-related macular degeneration,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.8cz8w9h0v,https://doi.org/10.5061/dryad.8cz8w9h0v,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.8cz8w9h0v,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.8cz8w9h0v,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_namd_oct_quant,Moorfields nAMD Quantitative OCT Biomarker Dataset,2026-07-21,route_confirmed,https://doi.org/10.5061/dryad.2rbnzs7m4,https://doi.org/10.5061/dryad.2rbnzs7m4,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.2rbnzs7m4,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.2rbnzs7m4,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_namd_ten_year_survival,Ten-year survival trends of neovascular age-related macular degeneration at first presentation,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.9cnp5hqfm,https://doi.org/10.5061/dryad.9cnp5hqfm,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.9cnp5hqfm,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.9cnp5hqfm,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_namd_visual_prediction,Moorfields nAMD Visual-Change Prediction Dataset,2026-07-21,route_confirmed,https://doi.org/10.5061/dryad.573n5tb5d,https://doi.org/10.5061/dryad.573n5tb5d,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.573n5tb5d,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.573n5tb5d,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_nigeria_cataract_services,Nigeria Cataract Services Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.13bp2,https://doi.org/10.5061/dryad.13bp2,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.13bp2,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.13bp2,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_ocular_chemical_injuries_shanghai,Clinical characteristics of patients hospitalized for ocular chemical injuries in Shanghai from 2012 to 2017,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.9707661,https://doi.org/10.5061/dryad.9707661,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.9707661,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.9707661,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_ocular_surface_amr,Ocular Surface AMR Keratitis Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.6t1g1jx9s,https://doi.org/10.5061/dryad.6t1g1jx9s,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.6t1g1jx9s,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.6t1g1jx9s,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.cp4j7,https://doi.org/10.5061/dryad.cp4j7,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.cp4j7,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.cp4j7,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pediatric_corneal_endothelium,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.hhmgqnkjc,https://doi.org/10.5061/dryad.hhmgqnkjc,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.hhmgqnkjc,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.hhmgqnkjc,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pediatric_myopia_longitudinal,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.d4mb3pn,https://doi.org/10.5061/dryad.d4mb3pn,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.d4mb3pn,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.d4mb3pn,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pediatric_optical_quality,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.bm8nv,https://doi.org/10.5061/dryad.bm8nv,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.bm8nv,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.bm8nv,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.5t9d1,https://doi.org/10.5061/dryad.5t9d1,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.5t9d1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.5t9d1,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.pk31jt2,https://doi.org/10.5061/dryad.pk31jt2,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.pk31jt2,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.pk31jt2,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.pnvx0k6hv,https://doi.org/10.5061/dryad.pnvx0k6hv,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.pnvx0k6hv,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.pnvx0k6hv,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.j0zpc86kg,https://doi.org/10.5061/dryad.j0zpc86kg,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.j0zpc86kg,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.j0zpc86kg,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pvd_diagnostic_oct,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.h44j0zpnp,https://doi.org/10.5061/dryad.h44j0zpnp,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.h44j0zpnp,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.h44j0zpnp,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.pzgmsbcfw,https://doi.org/10.5061/dryad.pzgmsbcfw,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.pzgmsbcfw,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.pzgmsbcfw,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.qfttdz0dr,https://doi.org/10.5061/dryad.qfttdz0dr,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.qfttdz0dr,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.qfttdz0dr,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
dryad_r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",2026-08-01,route_confirmed,https://doi.org/10.5061/dryad.r7s04,https://doi.org/10.5061/dryad.r7s04,official_repository,https://datadryad.org/dataset/doi:10.5061/dryad.r7s04,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_and_file_listing_checked,ok,200,Official Dryad API metadata and current-version file listing reviewed. Data files were not downloaded during catalog discovery.,EyeDataHub author team,true,https://doi.org/10.5061/dryad.r7s04,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
